Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
Breaking Away,Drama-Comedy,en,Twentieth Century Fox Film Corporation,United States of America,1979,$2300000,$20000000.0
Stolen,Action-Crime-Drama-Thriller,en,Saturn Films,United States of America,2012,$35000000,$2106557.0
Futbolin,Action-Animation-Adventure-Family-Romance,es,100 Bares,Argentina,2013,$22000000,$25100000.0
House of Wax,Horror,en,Village Roadshow Pictures,United States of America,2005,$40000000,$68766121.0
Barnyard,Animation-Comedy-Family,en,Paramount Pictures,Germany,2006,$51000000,$72779000.0
The Road,Adventure-Drama,en,2929 Productions,United States of America,2009,$32000000,$27635305.0
I Love You Phillip Morris,Comedy-Drama-Romance,en,EuropaCorp,United States of America,2009,$13000000,$10652035.0
Beyond the Mat,Documentary,en,Imagine Entertainment,United States of America,1999,$2053648,$500000.0
Fast Five,Action-Thriller-Crime,en,Universal Pictures,United States of America,2011,$125000000,$626137675.0
The Boondock Saints,Action-Thriller-Crime,en,Franchise Pictures,Canada,1999,$6000000,$30471.0
Ghost Ship,Horror-Mystery-Thriller,en,Village Roadshow Pictures,Australia,2002,$35000000,$68349884.0
Joe,Drama,,none,United States of America,1970,$106000,$19319254.0
Transformers- Revenge of the Fallen,Science Fiction-Action-Adventure,en,Paramount Pictures,United States of America,2009,$150000000,$836297228.0
The City of Lost Children,Fantasy-Science Fiction-Adventure,fr,Procirep,France,1995,$18000000,$1738611.0
Doctor Who,TV Movie-Adventure-Drama-Science Fiction,en,Universal TV,Canada,1996,$5000000,$42000000.0
The DUFF,Romance-Comedy,en,Wonderland Sound and Vision,United States of America,2015,$8500000,$43528634.0
A Bronx Tale,Drama-Crime,en,HBO Films,United States of America,1993,$22000000,$17287898.0
Chef,Comedy,en,Prescience,United States of America,2014,$11000000,$45967935.0
The Incredible Burt Wonderstone,Comedy,en,New Line Cinema,United States of America,2013,$30000000,$27437881.0
The Mudge Boy,Drama,en,none,United States of America,2003,$800000,$62852.0
Into the Blue,Action-Thriller-Adventure-Crime,en,Columbia Pictures Corporation,United States of America,2005,$50000000,$44434439.0
Fever Pitch,Comedy-Drama-Romance,en,Fox 2000 Pictures,Germany,2005,$30000000,$50451307.0
The Opposite of Sex,Comedy-Drama,en,none,United States of America,1998,$5000000,$5879254.0
Underworld- Evolution,Fantasy-Action-Science Fiction-Thriller,en,Lakeshore Entertainment,United States of America,2006,$50000000,$111340801.0
Ted 2,Comedy,en,Universal Pictures,United States of America,2015,$68000000,$217022588.0
Megamind,Animation-Action-Comedy-Family-Science Fiction,en,DreamWorks Animation,United States of America,2010,$130000000,$321885765.0
The Unknowns,Documentary,en,Time To Kill Productions,United States of America,2016,$15000,$33145.0
55 Days at Peking,Action-Drama-History,en,Allied Artists Pictures,United States of America,1963,$17000000,$10000000.0
Haywire,Action-Thriller,,Irish Film Board,Ireland,2011,$23000000,$33372606.0
Beautiful Creatures,Fantasy-Drama-Romance,en,Alcon Entertainment,United States of America,2013,$60000000,$60052138.0
My Lady Boss,Comedy-Romance,en,GMA Films,Philippines,2013,$764000,$1451600.0
Wyatt Earp,Drama-Action-Western,en,Tig Productions,United States of America,1994,$63000000,$25052000.0
The Day the Earth Stood Still,Drama-Science Fiction-Thriller,en,Twentieth Century Fox Film Corporation,Canada,2008,$80000000,$233093859.0
Oliver & Company,Animation-Comedy-Family,en,Walt Disney Pictures,United States of America,1988,$31000000,$74151346.0
The Spitfire Grill,Comedy-Drama,en,Castle Rock Entertainment,United States of America,1996,$6000000,$12643776.0
Hugo,Adventure-Drama-Family,en,Paramount Pictures,France,2011,$170000000,$185770160.0
Mad City,Action-Drama-Thriller,en,Warner Bros.,United States of America,1997,$50000000,$10541523.0
The Monk,Thriller,fr,Diaphana Films,France,2011,$11000000,$807535.0
The Face of Love,Drama-Romance,en,Mockingbird Pictures,United States of America,2013,$4000000,$350006.0
Meet Bill,Comedy-Drama-Romance,en,Greenestreet Films,United States of America,2007,$5000000,$346592.0
Armored,Action-Crime-Drama-Thriller,en,Screen Gems,United States of America,2009,$20000000,$22942221.0
Suffragette,Drama-History,en,Ruby Films,United Kingdom,2015,$14000000,$16002420.0
Catfish,Documentary,en,Hit the Ground Running Films,United States of America,2010,$30000,$3045943.0
Atanarjuat- The Fast Runner,Fantasy-Drama,en,Igloolik Isuma Productions Inc.,Canada,2002,$1934000,$3786801.0
Serial Mom,Comedy-Crime-Horror-Thriller,en,Savoy Pictures,United States of America,1994,$13000000,$7820688.0
We're the Millers,Comedy-Crime,en,New Line Cinema,United States of America,2013,$37000000,$269994119.0
The Boy Next Door,Thriller,en,Universal Pictures,United States of America,2015,$4000000,$50163103.0
Kalifornia,Thriller-Crime,en,Propaganda Films,United States of America,1993,$9000000,$2395231.0
Haunted,Horror,en,Greenway Entertainment,United Kingdom,2013,$5000,$750000.0
A Nightmare on Elm Street Part 2- Freddy's Revenge,Horror,en,New Line Cinema,United States of America,1985,$3000000,$29999213.0
The November Man,Crime-Action-Thriller,en,Irish Dreamtime,United Kingdom,2014,$15000000,$32556119.0
Legion,Horror,en,Bold Films,United States of America,2010,$26000000,$67918658.0
Cosmopolis,Drama,en,France 2 Cinema,Canada,2012,$20500000,$6063556.0
How the West Was Won,History-Western-Adventure,en,Metro-Goldwyn-Mayer (MGM),United States of America,1962,$15000000,$50000000.0
What About Bob,Comedy,en,Touchwood Pacific Partners 1,United States of America,1991,$35000000,$63710000.0
Crossroads,Action-Adventure-Comedy-Drama-Family-Music-Romance,en,Paramount Pictures,United States of America,2002,$12000000,$61141030.0
Steel,Science Fiction-Action-Adventure,en,Quincy Jones-David Salzman Entertainment,United States of America,1997,$16000000,$1686429.0
The Lion King,Family-Animation-Drama,en,Walt Disney Pictures,United States of America,1994,$45000000,$788241776.0
Good Luck Chuck,Comedy-Drama-Romance,en,Lionsgate,Canada,2007,$25000000,$59192128.0
Losin' It,Comedy,,Tijuana Productions,Canada,1983,$7000000,$1246141.0
Case 39,Horror-Mystery-Thriller,en,Paramount Vantage,Canada,2009,$27000000,$29000000.0
Alex & Emma,Comedy-Romance,en,Epsilon Motion Pictures,United States of America,2003,$30000000,$15368897.0
Tomorrow Never Dies,Adventure-Action-Thriller,en,Eon Productions,United Kingdom,1997,$110000000,$333011068.0
Thief of Hearts,Crime-Drama-Romance-Thriller,en,Paramount Pictures,United States of America,1984,$9000000,$10364904.0
Final Destination,Horror,en,New Line Cinema,United States of America,2000,$23000000,$53302314.0
Honey,Romance-Music-Family,en,Universal Pictures,United States of America,2003,$18000000,$62646763.0
The First Power,Crime-Thriller-Horror,en,Orion Pictures,United States of America,1990,$10000000,$22424195.0
Power Rangers,Action-Adventure-Science Fiction,en,Lionsgate,United States of America,2017,$100000000,$139949438.0
Captain Fantastic,Adventure-Comedy-Drama-Romance,en,Electric City Entertainment,United States of America,2016,$5000000,$14904961.0
Prom Night,Horror-Mystery-Thriller,en,Guardian Trust Company,Canada,1980,$1000000,$14796236.0
Things to Do in Denver When You're Dead,Drama-Crime,en,Miramax Films,United States of America,1995,$8000000,$529766.0
The Texas Chainsaw Massacre 2,Horror,en,Cannon Films,United States of America,1986,$4700000,$8025872.0
The Color of Money,Drama,en,Silver Screen Partners,United States of America,1986,$13800000,$52293982.0
The Long Kiss Goodnight,Crime-Action-Mystery-Thriller,en,New Line Cinema,United States of America,1996,$65000000,$89456761.0
The Secret in Their Eyes,Crime-Drama-Mystery-Romance,es,100 Bares,Argentina,2009,$2000000,$33965843.0
2 Harihar Nagar,Thriller-Comedy,ml,Lal Release,India,2009,$660000,$3300000.0
The Replacement Killers,Action-Drama-Crime-Thriller,en,Columbia Pictures Corporation,United States of America,1998,$30000000,$19204929.0
Neerja,Drama,hi,Fox Star Studios,India,2016,$10721568,$2978994.0
Leprechaun 2,Comedy-Horror,en,Planet Productions,United States of America,1994,$2000000,$2260622.0
Air Force One,Action-Thriller,en,Columbia Pictures Corporation,Germany,1997,$85000000,$315156409.0
Judgment at Nuremberg,Drama-History,en,United Artists,Germany,1961,$3000000,$10000000.0
The Immigrant,Drama-Romance,en,Kingsgate Films,United States of America,2013,$16000000,$5867686.0
Solaris,Drama-Science Fiction-Mystery-Romance,en,Twentieth Century Fox Film Corporation,United States of America,2002,$47000000,$30002758.0
The Smurfs 2,Fantasy-Family-Comedy-Animation,en,Columbia Pictures,United States of America,2013,$105000000,$347434178.0
Sisters,Comedy,en,Little Stranger,United States of America,2015,$30000000,$105011053.0
Precious Cargo,Action-Drama-Crime-Thriller,,Herrick Entertainment,Canada,2016,$10500000,$100659.0
Traitor,Drama-Action-Thriller-Crime,en,Hyde Park Films,United States of America,2008,$22000000,$23530831.0
2016- Obama's America,Documentary,en,none,United States of America,2012,$2500000,$33400000.0
Hercules,Action-Adventure,en,Paramount Pictures,United States of America,2014,$100000000,$243400000.0
Fatal Attraction,Drama-Romance-Thriller,en,Paramount Pictures,United States of America,1987,$14000000,$320145693.0
Raaz- The Mystery Continues...,Horror-Foreign,hi,Vishesh Films,India,2009,$6250000,$8000000.0
The Marrying Man,Action-Comedy-Romance-Thriller,en,Hollywood Pictures,United States of America,1991,$26000000,$12454768.0
Twelve Monkeys,Science Fiction-Thriller-Mystery,en,Universal Pictures,United States of America,1995,$29500000,$168840000.0
Love Aaj Kal,Comedy-Drama-Romance,hi,Eros International,India,2009,$12500000,$20794985.0
Can't Buy Me Love,Drama-Comedy-Romance-Family,en,Apollo Pictures,United States of America,1987,$1800000,$31623833.0
Notes on a Scandal,Drama-Romance,en,Fox Searchlight Pictures,United Kingdom,2006,$15000000,$49469904.0
Halloween II,Horror,en,Dimension Films,United States of America,2009,$15000000,$39421467.0
Zoolander,Comedy,en,Paramount Pictures,Germany,2001,$28000000,$60780981.0
The Waterboy,Comedy,en,Touchstone Pictures,United States of America,1998,$23000000,$185991646.0
A Most Violent Year,Crime-Drama-Thriller,en,Participant Media,United Arab Emirates,2014,$20000000,$12007070.0
The Zookeeper's Wife,Drama-History,en,Scion Films,Czech Republic,2017,$20000000,$13162475.0
Josh,,te,none,India,2009,$1919382,$6909775.0
M*A*S*H,Comedy-Drama-War,en,Twentieth Century Fox Film Corporation,United States of America,1970,$3500000,$81600000.0
Faster,Crime-Drama-Action-Thriller,en,Castle Rock Entertainment,United States of America,2010,$24000000,$23081726.0
I Could Never Be Your Woman,Comedy-Drama-Romance,en,Scott Rudin Productions,United States of America,2007,$24000000,$9576495.0
Keeping the Faith,Comedy,en,Spyglass Entertainment,United States of America,2000,$30000000,$37036004.0
Einfach nur Liebe,Drama,en,Avista Film,Germany,1994,$2000000,$3500000.0
How High,Comedy,en,Universal Pictures,United States of America,2001,$12000000,$31155435.0
Cats Don't Dance,Animation-Comedy-Family-Music,en,Warner Bros. Pictures,United States of America,1997,$32000000,$3566637.0
Sarrainodu,Action-Drama,te,Geetha Arts,India,2016,$7503564,$19059053.0
Schindler's List,Drama-History-War,en,Universal Pictures,United States of America,1993,$22000000,$321365567.0
Carlos,Crime-Drama-Thriller-History,en,Egoli Tossell Film AG,France,2010,$18000000,$871279.0
Star Trek- Insurrection,Science Fiction-Action-Adventure-Thriller,en,Paramount Pictures,United States of America,1998,$70000000,$118000000.0
Not Fade Away,Drama,en,Paramount Vantage,United States of America,2012,$20000000,$610792.0
Poison,Drama-Horror-Science Fiction,en,Poison L.P.,United States of America,1991,$250000,$609524.0
Dodging the Clock,Comedy,fr,none,Canada,2005,$4250000,$4280982.0
Zack and Miri Make a Porno,Comedy,en,Blue Askew,United States of America,2008,$24000000,$42105111.0
Bullet to the Head,Action-Crime-Thriller,en,Dark Castle Entertainment,Switzerland,2013,$55000000,$9489829.0
Ayurveda- Art of Being,Documentary,en,Pandora Filmproduktion,India,2001,$300000,$2074000.0
The Boy in the Striped Pyjamas,War-Drama,en,Miramax Films,United Kingdom,2008,$12500000,$20416563.0
Mr. Brooks,Drama-Crime-Mystery-Thriller,en,Tig Productions,United States of America,2007,$20000000,$41637263.0
Jane Austen's Mafia,Comedy-Crime,en,Tapestry Films,United States of America,1998,$10000000,$19000000.0
Roman Holiday,Comedy-Romance,en,Paramount Pictures,United States of America,1953,$1500000,$12000000.0
Flight of the Phoenix,Action-Adventure-Drama-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,2004,$45000000,$21009180.0
Frankenweenie,Animation-Comedy-Family,en,Tim Burton Productions,United States of America,2012,$39000000,$81491068.0
Sliding Doors,Comedy-Drama-Fantasy-Romance,en,Paramount Pictures,United Kingdom,1998,$6000000,$58000000.0
Bad Boys,Action-Comedy-Crime-Thriller,en,Columbia Pictures,United States of America,1995,$19000000,$141407024.0
Journey 2- The Mysterious Island,Adventure-Action-Science Fiction,en,New Line Cinema,United States of America,2012,$79000000,$355692760.0
Hidalgo,Western-Adventure,en,Casey Silver Productions,United States of America,2004,$100000000,$108103450.0
Big Fan,Comedy-Drama,en,Big Fan Productions,United States of America,2009,$250000,$232732.0
Porky's 3- Revenge,Comedy,en,SLM Production Group,Canada,1985,$9000000,$20518905.0
Flesh and the Devil,Drama-Romance,en,Metro-Goldwyn-Mayer (MGM),United States of America,1926,$373000,$658000.0
Space Pirate Captain Harlock,Animation-Science Fiction,ja,Toei Animation Company,Japan,2013,$30000000,$17137302.0
Kung Fu Panda 2,Animation-Family,en,DreamWorks Animation,United States of America,2011,$150000000,$665692281.0
Batman Forever,Action-Crime-Fantasy,,Warner Bros.,United Kingdom,1995,$100000000,$336529144.0
The Debt,Drama-Thriller,en,Miramax Films,United States of America,2010,$20000000,$45636368.0
Mannequin,Fantasy-Comedy-Romance,en,Gladden Entertainment,United States of America,1987,$6000000,$42721196.0
Bridget Jones- The Edge of Reason,Comedy-Romance,en,Miramax Films,France,2004,$50000000,$40203020.0
Bad Words,Comedy,en,Darko Entertainment,United States of America,2013,$9500000,$7800000.0
It's Kind of a Funny Story,Comedy-Drama,en,Focus Features,United States of America,2010,$8000000,$6491240.0
It Happened One Night,Comedy-Romance,en,Columbia Pictures Corporation,United States of America,1934,$325000,$4500000.0
The Notebook,Romance-Drama,en,New Line Cinema,United States of America,2004,$29000000,$115603229.0
Set It Off,Drama-Action-Crime,en,New Line Cinema,United States of America,1996,$9000000,$41590886.0
Veronica Guerin,Drama-Crime-Thriller,en,Jerry Bruckheimer Films,Ireland,2003,$17000000,$1569918.0
Harry Potter and the Chamber of Secrets,Adventure-Fantasy-Family,en,1492 Pictures,Germany,2002,$100000000,$876688482.0
Zathura- A Space Adventure,Family-Fantasy-Science Fiction-Adventure,en,Columbia Pictures Corporation,United States of America,2005,$65000000,$64321501.0
Turbo,Animation-Family,en,DreamWorks Animation,United States of America,2013,$135000000,$282570682.0
Starchaser- The Legend of Orin,Adventure-Animation-Family-Science Fiction,en,none,South Korea,1985,$15000000,$3360800.0
King of Kings,Drama,en,Metro-Goldwyn-Mayer (MGM),United States of America,1961,$5037000,$14483352.0
Battle Royale,Drama-Thriller-Adventure,ja,Nippon Shuppan Hanbai (Nippan) K.K.,Japan,2000,$4500000,$25000000.0
Riding Alone for Thousands of Miles,Drama,zh,none,China,2005,$7500000,$3752325.0
Rasathanthram,Drama,ml,none,India,2006,$590000,$3500000.0
A Civil Action,Drama,en,Paramount Pictures,United States of America,1998,$70000000,$56702901.0
Yves Saint Laurent,Drama,fr,SND,France,2014,$12000000,$21026290.0
SpaceCamp,Family-Adventure,en,ABC Motion Pictures,United States of America,1986,$18000000,$9697739.0
The Precocious and Brief Life of Sabina Rivas,Drama,es,Churchill Toledo,Mexico,2012,$4620000,$2395000.0
Barton Fink,Comedy-Drama,en,Twentieth Century Fox Film Corporation,United Kingdom,1991,$9000000,$6153939.0
Everything is Illuminated,Comedy-Drama,en,Stillking Films,United States of America,2005,$7000000,$2697930.0
Ride with the Devil,Drama-War-Romance-Western,en,Universal Pictures,United States of America,1999,$38000000,$635096.0
The Great Debaters,Drama,en,The Weinstein Company,United States of America,2007,$15000000,$30226144.0
Lootera,Drama-Romance,hi,Balaji Motion Pictures,India,2013,$4100000,$4300000.0
Dangerous Liaisons,Drama-Romance,en,Lorimar Film Entertainment,United Kingdom,1988,$14000000,$34670720.0
Silent Fall,Drama-Thriller-Mystery,en,Warner Bros.,United States of America,1994,$30000000,$3180674.0
Jurassic World,Action-Adventure-Science Fiction-Thriller,en,Universal Studios,United States of America,2015,$150000000,$1513528810.0
Brooklyn's Finest,Crime-Drama-Thriller,,Nu Image Films,United States of America,2009,$17000000,$29536299.0
Mustang,Drama,tr,Filmforderungsanstalt (FFA),Qatar,2015,$1300000,$250000.0
My Week with Marilyn,Drama,en,BBC Films,United Kingdom,2011,$6400000,$35057696.0
The Ground Truth,Documentary-War,en,none,United States of America,2006,$500000,$12207.0
Warriors of the Rainbow- Seediq Bale - Part 2- The Rainbow Bridge,Drama-History-Action,zh,ARS Film Production,Taiwan,2011,$25000000,$29000000.0
The Big Wedding,Comedy,en,Millenium Films,United States of America,2013,$35000000,$21819348.0
Zero Dark Thirty,Thriller-Drama-History,en,Columbia Pictures,United States of America,2012,$40000000,$132820716.0
Stitches,Horror,en,Bord Scannan na heireann,Ireland,2012,$100000,$95000.0
National Lampoon-s Van Wilder,Comedy-Romance,en,Tapestry Films,United States of America,2002,$5000000,$38275483.0
Summer Catch,Drama-Comedy-Romance,en,Tollin-Robbins Productions,United States of America,2001,$34000000,$19693891.0
Deadfall,Crime-Drama-Thriller,en,Trimark Pictures,United States of America,1993,$10000000,$18.0
Creepshow,Horror-Comedy-Fantasy,en,Warner Bros.,United States of America,1982,$8000000,$21028755.0
The Remains of the Day,Drama-Romance,en,Columbia Pictures,United Kingdom,1993,$11500000,$23237911.0
Indiana Jones and the Kingdom of the Crystal Skull,Adventure-Action,en,Lucasfilm,United States of America,2008,$185000000,$786636033.0
John Wick,Action-Thriller,en,Summit Entertainment,Canada,2014,$20000000,$88761661.0
Big Momma's House 2,Comedy-Crime,en,Twentieth Century Fox Film Corporation,United States of America,2006,$40000000,$138259062.0
Pineapple Express,Action-Comedy,en,Columbia Pictures,United States of America,2008,$27000000,$101624843.0
The Lives of Others,Drama-Thriller,de,Arte,Germany,2006,$2000000,$70000000.0
Burn,Foreign-Documentary,en,Apostle Productions,United States of America,2012,$225000,$111300.0
Sea of Love,Drama-Crime-Mystery,en,Universal Pictures Corporation,United States of America,1989,$19000000,$110879513.0
Jana,Drama,en,Roja Combines,India,2004,$500000,$500000.0
Little Man,Comedy-Crime,en,Revolution Studios,United States of America,2006,$64000000,$101595121.0
Diaz- Don't Clean Up This Blood,Drama,it,Fandango,Italy,2012,$6453637,$1800000.0
The Worst Christmas of My Life,Comedy,it,Colorado Film Production,Italy,2012,$6843500,$10703234.0
City of God,Drama-Crime,pt,O2 Filmes,Brazil,2002,$3300000,$27387381.0
Assassination of a High School President,Comedy-Crime-Mystery-Thriller,en,Vertigo Entertainment,United States of America,2008,$11500000,$69564.0
Just My Luck,Comedy-Drama-Family-Fantasy-Romance,en,Regency Enterprises,United States of America,2006,$28000000,$38159905.0
RockNRolla,Action-Crime-Thriller,en,StudioCanal,United Kingdom,2008,$18000000,$25739015.0
La La Land,Comedy-Drama-Music-Romance,en,Summit Entertainment,United States of America,2016,$30000000,$438956154.0
Beerfest,Comedy,en,Broken Lizard Industries,United States of America,2006,$17500000,$19179969.0
Wrath of the Titans,Adventure,en,Legendary Pictures,Spain,2012,$150000000,$301000000.0
Never Been Kissed,Romance-Comedy-Drama,en,Fox 2000 Pictures,United States of America,1999,$25000000,$84565230.0
Convention City,Comedy,,First National Pictures,United States of America,1933,$239000,$522000.0
Ghost in the Shell,Action-Crime-Drama-Mystery-Science Fiction-Thriller,en,Paramount Pictures,Australia,2017,$110000000,$169801921.0
Bridget Jones's Diary,Comedy-Romance-Drama,en,Miramax Films,France,2001,$25000000,$281929795.0
Mother's Day,Comedy,en,Open Road Films (II),United States of America,2016,$25000000,$48418160.0
The Shadow,Adventure-Fantasy-Action-Thriller-Science Fiction,en,Universal Pictures,United States of America,1994,$25000000,$48063435.0
Always,Fantasy-Drama-Romance,en,Universal Pictures,United States of America,1989,$31000000,$74134790.0
King of the Mountain,Drama-Action,en,PolyGram Filmed Entertainment,United States of America,1981,$2000000,$958000.0
American Wedding,Comedy-Romance,en,Universal Pictures,United States of America,2003,$55000000,$231449203.0
Ida,Drama,pl,Danish Film Institute,Denmark,2013,$2159280,$10700000.0
Walking With Dinosaurs,Animation-Family-Adventure,en,BBC Worldwide,Australia,2013,$80000000,$126546518.0
Caddyshack,Comedy,en,Orion Pictures,United States of America,1980,$6000000,$39846344.0
Star Wars,Adventure-Action-Science Fiction,en,Lucasfilm,United States of America,1977,$11000000,$775398007.0
Gimme Shelter,Drama,en,Day Twenty- Eight Films,United States of America,2013,$7500000,$1359910.0
Changing Lanes,Action-Adventure-Crime-Thriller,en,Paramount Pictures,United States of America,2002,$45000000,$94935764.0
The End of the Affair,Drama,en,Columbia Pictures Corporation,United States of America,1999,$23000000,$10827816.0
Never Back Down,Drama-Action,en,Summit Entertainment,United States of America,2008,$20000000,$41627431.0
Screamers,Horror-Science Fiction,en,The Movie Network (TMN),Canada,1995,$20000000,$5781885.0
The Good Night,Comedy-Drama-Romance-Fantasy-Music,en,Destination Films,Germany,2007,$15000000,$20380.0
Damaged Lives,Drama,en,Weldon Pictures Corp.,United States of America,1933,$10000,$1800000.0
Look Who's Talking,Comedy-Romance,en,TriStar Pictures,United States of America,1989,$7500000,$296000000.0
Drop Dead Fred,Comedy-Fantasy-Family,en,PolyGram Filmed Entertainment,United Kingdom,1991,$6788000,$13878334.0
Shame,Drama,en,HanWay Films,United Kingdom,2011,$6500000,$17693675.0
Om Shanti Om,Comedy-Drama-Romance,hi,Red Chillies Entertainment,India,2007,$9100000,$37707444.0
The Black Dahlia,Drama,en,Universal Pictures,France,2006,$50000000,$49111202.0
Sukiyaki Western Django,Adventure-Action-Comedy-Western-Thriller,ja,Sony Music Entertainment Japan,Japan,2007,$3800000,$2725258.0
Bulworth,Comedy-Drama,en,Twentieth Century Fox Film Corporation,United States of America,1998,$30000000,$29202884.0
Men in Black 3,Action-Comedy-Science Fiction,en,Amblin Entertainment,United States of America,2012,$225000000,$624026776.0
Chasing Liberty,Comedy-Romance,en,Alcon Entertainment,United Kingdom,2004,$23000000,$12.0
Justin Bieber- Never Say Never,Documentary-Music-Family,en,Insurge Pictures,United States of America,2011,$13000000,$98441954.0
Knock Knock,Drama-Thriller,,Universum Film (UFA),Chile,2015,$2500000,$6341684.0
The Equalizer,Thriller-Action-Crime,en,Columbia Pictures,United States of America,2014,$55000000,$192330738.0
Mayday uberfall auf hoher See,Thriller,de,ARD-Degeto Film GmbH,Germany,2001,$200000,$500000.0
Spellbound,Drama-Mystery-Thriller,en,Selznick International Pictures,United States of America,1945,$1500000,$7000000.0
The Guard,Action-Comedy-Thriller-Crime,en,UK Film Council,Ireland,2011,$6000000,$19560274.0
5 Flights Up,Drama,en,Revelations Entertainment,United States of America,2014,$6000000,$1020921.0
Get Smart,Action-Comedy-Thriller,en,Village Roadshow Pictures,Canada,2008,$80000000,$230685453.0
One Night Stand,Drama,en,New Line Cinema,United States of America,1997,$24000000,$2642983.0
A Good Year,Comedy-Drama-Romance,en,Fox 2000 Pictures,United States of America,2006,$35000000,$42064105.0
The Homesman,Western-Drama,en,The Javelina Film Company,France,2014,$16000000,$3442853.0
Big Fish,Adventure-Fantasy-Drama,en,Columbia Pictures,United States of America,2003,$70000000,$122919055.0
Main Aurr Mrs. Khanna,Drama,en,none,India,2009,$10000000,$1850000.0
Pirates of the Caribbean- On Stranger Tides,Adventure-Action-Fantasy,en,Walt Disney Pictures,United States of America,2011,$380000000,$1045713802.0
A Gambler's Story,Comedy-Drama,en,Beijing Jinyinma Movie & TV Culture Co.,Hong Kong,2001,$12500000,$123021750.0
The Neon Demon,Thriller-Horror,en,Bold Films,Denmark,2016,$7000000,$1333124.0
Amelie,Comedy-Romance,fr,France 3 Cinema,France,2001,$10000000,$173921954.0
54,Music-Drama,en,Redeemable Features,United States of America,1998,$13000000,$16757163.0
Neighbors 2- Sorority Rising,Comedy,en,Universal Pictures,United States of America,2016,$35000000,$108758521.0
13 Hours- The Secret Soldiers of Benghazi,Action-Drama-History-Thriller-War,en,Paramount Pictures,Malta,2016,$50000000,$69411370.0
The Unbearable Lightness of Being,Comedy-Romance,en,The Saul Zaentz Company,United States of America,1988,$17000000,$10006806.0
The Beach,Drama-Adventure-Romance-Thriller,en,Figment Films,United Kingdom,2000,$40000000,$144056873.0
Cradle 2 the Grave,Action-Crime-Drama,en,Silver Pictures,United States of America,2003,$25000000,$56489558.0
Ip Man,Drama-Action-History,,Mandarin Films Distribution Co.,Hong Kong,2008,$11715578,$21888598.0
Baywatch- The Reunion,Action-Drama-Adventure,en,Fox Television Studios,United States of America,2003,$5500000,$136000000.0
Lone Star,Drama-Mystery-Romance,en,Castle Rock Entertainment,United States of America,1996,$5000000,$13269963.0
Night of the Living Dead,Horror,en,Columbia Pictures Corporation,United States of America,1990,$4200000,$5835247.0
Woman Thou Art Loosed,Drama,en,none,United States of America,2004,$3000000,$6804016.0
Borat- Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,en,Twentieth Century Fox Film Corporation,United States of America,2006,$18000000,$261572744.0
Event Horizon,Horror-Science Fiction-Mystery,en,Paramount Pictures,United Kingdom,1997,$60000000,$26673242.0
Firewall,Thriller,en,Village Roadshow Pictures,United States of America,2006,$45000000,$82800000.0
Bad Boys II,Adventure-Action-Comedy-Thriller-Crime,en,Columbia Pictures Corporation,United States of America,2003,$130000000,$273339556.0
The Proposal,Comedy-Romance-Drama,en,Touchstone Pictures,United States of America,2009,$40000000,$317375031.0
Lethal Weapon 3,Adventure-Action-Comedy-Thriller-Crime,en,Silver Pictures,United States of America,1992,$35000000,$321731527.0
Your Friends & Neighbors,Drama-Comedy,en,Propaganda Films,United States of America,1998,$5000000,$4710749.0
The Wedding Date,Comedy-Romance,en,26 Films,United States of America,2005,$15000000,$47175038.0
Last Vegas,Comedy,en,Laurence Mark Productions,United States of America,2013,$28000000,$134402450.0
Madea's Big Happy Family,Comedy-Drama,en,Lions Gate Films,United States of America,2011,$25000000,$53213633.0
Power of Attorney,Thriller-Crime,en,Lions Gate Films Home Entertainm,United States of America,1995,$1500000,$2800000.0
Stuck on You,Comedy,en,Twentieth Century Fox Film Corporation,United States of America,2003,$55000000,$33828318.0
The General's Daughter,Crime-Drama-Mystery-Thriller,en,Paramount Pictures,Germany,1999,$60000000,$149705852.0
The Day After Tomorrow,Action-Adventure-Science Fiction-Thriller,en,Lions Gate Films,United States of America,2004,$125000000,$544272402.0
Ohm Shanthi Oshaana,Comedy-Romance,ml,Ananya Films,India,2014,$220000,$1500000.0
Hot Fuzz,Crime-Action-Comedy,en,Universal Pictures,United Kingdom,2007,$12000000,$80573774.0
Wild Wild West,Action-Adventure-Comedy-Science Fiction-Western,en,LeMasters Productions,United States of America,1999,$170000000,$222104681.0
Videodrome,Horror-Mystery-Science Fiction,en,Universal Pictures,Canada,1983,$5952000,$2120439.0
Winter in Wartime,Drama-History-War,nl,Max TV,Netherlands,2008,$4000000,$530048.0
Secrets & Lies,Drama,en,Channel Four Films,France,1996,$4500000,$13417292.0
Ambasamuthiram Ambani,Comedy-Romance,ta,Ken Media,India,2010,$400000,$2000000.0
The Spectacular Now,Comedy-Drama-Romance,en,21 Laps Entertainment,United States of America,2013,$2500000,$6854611.0
Me Myself & Irene,Comedy,en,Twentieth Century Fox Film Corporation,United States of America,2000,$51000000,$149270999.0
Public Enemies,History-Crime-Drama,en,Universal Pictures,United States of America,2009,$80000000,$214104620.0
Trapped,Action-Crime-Drama-Thriller,en,Senator Film Produktion,Germany,2002,$30000000,$6916869.0
