Id Empresa,Nombre Empresa,Pais,Fundacion,Industria,Empleados,Ingresos Anuales(USD MM),Gastos Anuales(USD MM)
803-21-1970,Youtags,Colombia,2005,Transporte,52,$18248.25,$2400.85
163-11-3513,Kaymbo,Uruguay,2010,Comercio,299,$10142.91,$2401.86
324-14-0467,JumpXS,,2011,Energia,242,$18402.64,$3774.73
836-16-5658,Meevee,Argentina,2006,Transporte,142,$18503.57,$1163.76
817-95-2294,Trudeo,Colombia,2013,Construccion,57,$19677.36,$2981.20
498-03-2654,Browsecat,Colombia,2015,Comunicaciones,121,$7152.38,$1364.95
140-68-7521,Zooveo,Bolivia,2014,Comercio,223,$8409.80,$3396.53
334-09-6922,Quire,Argentina,2015,Transporte,190,$14863.36,$1903.16
341-63-9738,Tavu,Argentina,2008,Comunicaciones,257,$9799.28,$1552.67
834-40-1061,Dynazzy,Colombia,2010,Construccion,198,$15105.17,$2423.97
194-40-0294,Skalith,Colombia,2004,Finanzas,251,$10440.64,$1989.06
284-87-0315,Devpulse,Argentina,2003,Comercio,297,$10584.88,$1088.76
797-72-0835,Twiyo,Colombia,2014,Entretenimiento,146,$12539.74,$2899.59
397-04-0217,Nlounge,Colombia,2001,Comercio,122,$5538.59,$2020.11
248-15-9735,Viva,Colombia,2010,Entretenimiento,221,$8528.71,$1520.12
652-68-5192,Wikivu,Argentina,2003,Energia,293,$14873.15,$2929.81
830-96-2302,Feedbug,Colombia,2001,Medicina,153,$17363.34,$1798.21
471-94-0327,Tagopia,Colombia,2012,Construccion,191,$11258.96,$3411.04
694-61-0689,Feedspan,Bolivia,2012,Comunicaciones,49,$6683.63,$3155.38
175-28-1080,Yacero,Chile,2009,Otros,111,$14407.67,$3146.42
653-75-5516,Browsebug,Colombia,2011,Finanzas,93,$12448.51,$3648.58
227-84-1087,Oodoo,Argentina,2001,Transporte,97,$6035.07,$3241.45
542-82-3946,Katz,Chile,2009,Comercio,68,$13978.70,$2090.59
694-09-5669,Devshare,Chile,2006,Entretenimiento,272,$18725.71,$1634.78
280-33-7838,Yadel,Colombia,2006,Finanzas,269,$9028.71,$2214.83
880-28-3212,Rhyloo,Argentina,2011,Medicina,64,$19748.69,$2454.28
366-77-2987,Yozio,Colombia,2001,Medicina,273,$17020.15,$1084.20
721-98-0683,Skaboo,Argentina,2014,Transporte,58,$13130.11,$2889.19
755-13-1118,Jabberstorm,Colombia,2014,Transporte,104,$10515.66,$2487.26
701-51-1946,Realcube,Argentina,2014,Entretenimiento,79,$17457.66,$2593.90
493-81-4938,Skinte,Colombia,2001,Otros,257,$15436.15,$2199.68
328-41-8668,Thoughtblab,Colombia,2013,Comercio,83,$17143.39,$2157.23
381-30-1091,Livetube,Colombia,2006,Construccion,100,$7986.52,$2102.31
625-26-2084,Gabspot,Colombia,2011,Entretenimiento,93,$6955.77,$3895.06
683-84-7506,Quimba,Colombia,2002,Otros,44,$11190.18,$1247.25
856-08-7925,Feednation,Bolivia,2006,Comunicaciones,284,$16380.08,$3787.65
519-99-3603,Wordtune,,2009,Entretenimiento,60,$8494.00,$3610.25
510-26-7240,Mydeo,Argentina,2003,Comercio,169,$8913.45,$3387.39
490-17-6099,Linkbridge,Argentina,2014,Energia,117,$18748.94,$2683.72
361-90-3413,Jaloo,Chile,2011,Medicina,104,$10481.80,$3520.35
223-09-9603,Jaxbean,Argentina,2007,Transporte,232,$8929.70,$2011.07
865-96-1319,Topicstorm,Argentina,2001,Comercio,141,$7816.88,$2133.00
,Youspan,,2013,Comunicaciones,137,$13134.35,$1608.21
778-20-7582,Cogidoo,Argentina,2003,Otros,108,$6035.64,$2959.30
544-87-9006,Twimbo,Colombia,2005,Entretenimiento,26,$8751.68,$1609.80
807-86-7956,Jaloo,Argentina,2012,Comunicaciones,193,$10139.11,$2641.74
236-03-2278,Wikizz,Colombia,2008,Construccion,231,$7806.95,$3737.42
397-08-4467,Gigabox,Uruguay,2011,Construccion,31,$9739.74,$2835.23
672-70-7872,Gigashots,Argentina,2012,,103,$13809.83,$1245.21
453-88-9392,Devpulse,Argentina,2007,Medicina,55,$17133.30,$2649.25
123-12-3281,Npath,Argentina,2009,,224,$12100.82,$1947.84
438-64-9242,Teklist,Colombia,2001,Medicina,229,$15119.49,$3075.25
829-58-1551,Zoomdog,Argentina,2007,Transporte,261,$15982.39,$1105.62
,Talane,,2012,Energia,167,$16804.15,$2131.74
396-27-1414,Babblestorm,Colombia,2002,Comunicaciones,78,$6396.31,$3398.41
326-25-5770,Babbleset,Colombia,2002,Otros,294,$7103.05,$1815.54
432-21-9883,Omba,,2008,Tecnologia,95,$5895.58,$3784.71
411-33-1678,Jetpulse,Colombia,2014,Entretenimiento,244,$7556.85,$1923.17
641-32-2048,Yozio,Argentina,2008,Transporte,97,$5776.87,$3082.69
583-30-1670,Jabbercube,Argentina,2014,Finanzas,91,$16900.91,$3698.82
688-75-9470,Oyonder,Colombia,2003,Tecnologia,65,$9023.01,$1088.12
504-58-7086,Dynabox,Argentina,2014,Entretenimiento,50,$10693.66,$1282.00
761-97-3855,Wikido,Colombia,2005,Comunicaciones,182,$5707.87,$1766.91
227-16-5991,Wordtune,Argentina,2013,Energia,165,$11413.99,$1674.37
451-24-1561,Cogilith,Colombia,2007,Finanzas,63,$17558.28,$1325.04
295-18-7695,Eimbee,Bolivia,2004,Entretenimiento,102,$8111.06,$3259.76
584-21-8519,Dynazzy,Colombia,2012,Entretenimiento,161,$10917.21,$1359.68
269-67-5159,Livepath,Argentina,2014,,271,$14130.48,$1436.07
891-15-1342,Babbleopia,Colombia,2009,Comercio,270,$6633.27,$3776.62
897-46-6966,Topicshots,Colombia,2012,Energia,181,$14743.39,$1447.80
642-79-2267,Jabbercube,Chile,2005,Transporte,216,$13470.32,$1344.06
887-44-6582,Edgeblab,Argentina,2004,Construccion,260,$9047.09,$2169.32
492-94-7352,Trunyx,Colombia,2002,Transporte,237,$15417.42,$3281.14
184-21-1414,Meeveo,Colombia,2011,Entretenimiento,146,$19293.88,$1700.89
874-40-2044,Roomm,Bolivia,2012,Tecnologia,170,$18187.85,$2393.01
242-18-6077,Avamm,Colombia,2014,Otros,295,$5559.47,$1764.98
432-86-4441,Flipbug,Argentina,2003,Otros,166,$11871.29,$2735.90
126-69-6153,Meedoo,,2010,Energia,266,$7332.09,$2923.13
887-89-0128,Blogpad,Argentina,2001,Finanzas,291,$18868.73,$3962.19
395-16-3270,Divape,Bolivia,2010,Medicina,273,$6080.55,$1823.26
661-20-2165,Brightbean,Uruguay,2009,Energia,220,$13704.28,$2690.53
514-27-4995,Jabberstorm,Colombia,2013,Transporte,147,$6237.96,$3334.11
601-90-7585,Twitterbridge,Uruguay,2004,,243,$10501.53,$2571.12
813-43-5666,Eamia,Argentina,2015,,296,$9619.35,$1609.30
110-54-1232,Gabcube,Argentina,2001,Construccion,300,$18697.32,$2570.60
265-84-5060,Dabfeed,Argentina,2013,Comunicaciones,30,$14703.88,$1112.05
315-18-8796,Divavu,Bolivia,2008,,85,$8522.59,$3081.13
711-66-7771,Realblab,Argentina,2005,Comunicaciones,31,$15673.36,$3326.66
438-49-0974,Leexo,Colombia,2014,Comunicaciones,226,$19526.68,$1804.81
117-13-0227,Janyx,Argentina,2006,Construccion,41,$5023.92,$3276.95
306-83-0692,Katz,Colombia,2013,Comercio,162,$11642.39,$3556.28
652-49-0684,Oyonder,Colombia,2010,Construccion,158,$12036.64,$2325.81
645-02-5387,Photobean,Uruguay,2005,,140,$9889.87,$2196.39
247-17-5642,Photojam,Uruguay,2001,Medicina,121,$16420.30,$1819.51
120-58-1221,Zava,Colombia,2011,Comunicaciones,46,$18669.58,$1157.37
348-92-4815,Camido,Colombia,2005,Transporte,245,$12079.28,$1402.92
574-89-8093,Zoonder,Argentina,2003,Medicina,52,$17866.25,$3062.96
608-26-5756,Browsebug,Argentina,2003,Medicina,280,$5437.67,$1584.88
641-92-2580,Yodo,Colombia,2001,Medicina,202,$5138.61,$3608.01
361-74-2155,Shuffletag,Colombia,2007,Medicina,262,$6550.92,$3037.65
234-13-6572,Zoozzy,,2007,Transporte,19,$8867.88,$2887.53
875-76-1391,Browseblab,Argentina,2015,Comunicaciones,48,$6473.42,$3947.99
305-42-9239,Wordtune,Chile,2014,,117,$17788.46,$3563.76
540-88-8723,Quatz,Argentina,2015,Finanzas,157,$8437.14,$1572.27
792-17-2675,Skimia,Bolivia,2009,Energia,229,$7114.89,$1467.37
667-28-6481,Gabtype,Colombia,2005,Finanzas,280,$15999.49,$3025.73
867-10-3542,Demivee,Chile,2013,Comunicaciones,101,$10436.26,$3995.81
250-49-2839,Twitterbeat,Argentina,2008,Entretenimiento,70,$7245.31,$2801.90
765-66-1392,Flashset,Uruguay,2009,Energia,138,$15477.31,$1623.60
821-61-8561,Rhybox,Argentina,2015,Finanzas,84,$12027.99,$1451.90
582-77-2771,Flipbug,Argentina,2012,Entretenimiento,154,$8149.51,$2193.92
150-07-9169,Quamba,Colombia,2015,Entretenimiento,22,$13775.87,$3483.06
798-92-2256,Aimbu,Argentina,2007,Entretenimiento,115,$11993.13,$2875.03
176-95-3360,Yacero,Argentina,2006,Comercio,138,$13130.83,$1200.43
864-95-1936,Quire,Argentina,2015,Otros,126,$5819.18,$3044.00
863-98-2333,Thoughtsphere,Colombia,2004,Entretenimiento,62,$16968.49,$3013.24
133-44-7062,Zooxo,Argentina,2009,Entretenimiento,121,$14337.60,$1789.45
645-20-5269,Kare,Argentina,2008,Entretenimiento,32,$17576.01,$3684.61
729-18-4920,Babbleset,Argentina,2015,Entretenimiento,59,$11411.69,$2828.76
882-15-1717,Rhycero,Argentina,2004,Transporte,284,$12048.10,$2790.88
396-12-1596,Skivee,Argentina,2009,Entretenimiento,179,$14342.26,$1251.19
830-48-3422,Browsedrive,Colombia,2007,Tecnologia,78,$18045.56,$2390.54
187-03-7061,Devcast,Uruguay,2011,Finanzas,138,$18925.58,$1330.94
177-92-4657,Vipe,Argentina,2002,Construccion,210,$16458.65,$3260.49
491-38-9040,Livepath,Uruguay,2013,Transporte,174,$13413.57,$2638.80
623-08-0412,Gabtype,Argentina,2004,Medicina,125,$19744.67,$2614.78
825-04-7942,Jetwire,Colombia,2007,Medicina,209,$18667.04,$3064.00
843-90-8704,Vidoo,,2002,Energia,88,$15475.03,$2550.12
420-33-7208,Meembee,Colombia,2013,Otros,66,$18226.87,$2486.48
,Skajo,,2013,Comercio,218,$19529.23,$1092.86
463-99-4514,Babbleopia,Chile,2003,Tecnologia,34,$15834.15,$1014.18
439-44-1228,Eare,Colombia,2010,Transporte,230,$11453.55,$2202.92
274-49-7542,Devshare,Colombia,2006,Finanzas,189,$12169.92,$2431.35
613-93-8547,Voonyx,Argentina,2007,Comercio,175,$12758.63,$1334.01
454-91-9416,Yata,Argentina,2006,Energia,75,$10087.50,$3028.14
585-47-5990,Ntag,Argentina,2008,Otros,216,$16676.10,$1145.76
674-90-5291,Rhybox,Colombia,2007,Otros,17,$15046.90,$3818.94
821-03-5104,Dynabox,Colombia,2009,Comunicaciones,289,$11424.38,$1377.09
703-59-5597,Lazzy,Argentina,2007,Medicina,81,$7425.64,$1296.18
872-03-1442,Blogspan,Colombia,2011,Energia,184,$19175.44,$1019.06
345-89-8394,Bubbletube,Colombia,2001,Energia,271,$12876.81,$1096.01
838-74-0684,Leenti,Colombia,2009,Entretenimiento,241,$15495.00,$3166.81
196-94-1270,Skimia,Argentina,2004,Energia,91,$6068.97,$2330.15
522-99-8969,Skinder,Colombia,2003,Otros,187,$10183.57,$3210.45
400-39-7872,Dabfeed,Colombia,2008,Energia,50,$16232.25,$1837.25
715-83-9800,Mymm,Colombia,2002,Transporte,280,$18403.98,$3571.24
571-19-7507,Skyba,Argentina,2008,Tecnologia,89,$16897.42,$2203.74
889-58-0266,Shuffledrive,Bolivia,2004,Transporte,236,$18254.58,$3031.12
771-68-8588,Topiclounge,Argentina,2012,Medicina,296,$11624.97,$2061.93
250-73-9450,Ailane,Colombia,2011,Entretenimiento,166,$16364.75,$1994.55
148-50-0235,Wordify,Chile,2009,,107,$7588.99,$3151.98
276-04-7146,Ozu,Argentina,2001,Transporte,33,$17598.88,$3166.35
142-87-6958,Eabox,Argentina,2012,Tecnologia,258,$8925.64,$3906.99
134-42-4290,Mynte,Chile,2013,Comercio,293,$19611.81,$3481.65
180-31-6934,Katz,Argentina,2009,Medicina,284,$15619.30,$3634.76
178-75-0968,Trilith,Argentina,2015,Medicina,256,$11546.11,$2159.06
261-58-5515,Photobug,Colombia,2003,Tecnologia,68,$10472.73,$1597.01
211-73-3519,Lajo,Colombia,2003,Transporte,286,$10004.14,$3610.10
497-17-2688,Vinder,Uruguay,2015,Comunicaciones,225,$16736.27,$1588.29
843-10-2506,Centidel,Colombia,2003,Transporte,161,$10208.00,$3395.89
593-38-9483,Latz,Colombia,2010,Finanzas,182,$8144.00,$1396.66
105-42-9559,Youtags,Colombia,2001,Medicina,273,$7052.66,$3340.42
517-27-0525,Eamia,Bolivia,2010,Medicina,83,$10499.48,$3625.45
364-43-6072,Pixonyx,Argentina,2015,Otros,154,$18535.39,$3665.14
684-15-7738,Wikibox,Argentina,2008,Energia,214,$14489.10,$2119.57
437-86-9763,Tazzy,Argentina,2014,Transporte,27,$9658.71,$1901.69
358-95-9181,Livefish,Colombia,2002,Transporte,17,$18947.47,$1135.13
593-67-5730,Browsedrive,Chile,2001,Comercio,61,$10577.16,$3390.96
241-33-2901,Voomm,Colombia,2003,Energia,104,$13030.14,$2374.48
418-15-4488,Ooba,Colombia,2005,Finanzas,212,$17323.35,$2222.59
596-23-6450,Omba,Bolivia,2014,Transporte,32,$10950.16,$2020.17
159-14-1757,Oyonder,Colombia,2009,Entretenimiento,267,$8430.88,$2823.28
548-59-5408,Rhynyx,Colombia,2009,Comercio,271,$5358.01,$1680.72
451-62-8586,Fatz,Colombia,2015,Comercio,219,$19154.97,$3301.29
810-57-4841,Realbuzz,Colombia,2002,Energia,59,$13174.16,$2311.71
684-95-4642,Edgepulse,Argentina,2007,Tecnologia,42,$13718.76,$3157.73
319-31-4072,Skinix,Argentina,2008,Medicina,194,$16392.36,$3976.75
191-23-9010,Kamba,,2004,Comunicaciones,209,$10394.19,$1400.35
346-26-8518,Nlounge,Colombia,2007,Energia,261,$7569.55,$3668.73
457-44-4934,Ozu,Colombia,2007,Construccion,103,$7775.87,$2845.88
410-43-4669,Gabspot,Colombia,2005,Medicina,47,$7255.66,$2722.25
690-50-8388,Oyonder,Argentina,2014,,46,$16498.67,$1948.65
720-93-8924,Trudoo,Argentina,2008,Comercio,71,$18644.80,$3762.30
523-89-9641,Ainyx,Bolivia,2013,,262,$7905.98,$3400.24
153-12-0775,DabZ,Argentina,2001,Transporte,241,$17064.19,$3595.21
288-84-5698,Ozu,Argentina,2003,Tecnologia,231,$7581.86,$1659.56
746-60-0158,Browseblab,Argentina,2013,Tecnologia,175,$19099.93,$3092.65
223-38-2517,Devcast,Argentina,2009,Comunicaciones,133,$11754.21,$1011.78
512-46-5254,Zoonoodle,Argentina,2015,Comunicaciones,167,$9190.16,$3643.09
516-42-4355,Eidel,Argentina,2006,Otros,158,$19193.15,$1813.07
576-89-9971,Yacero,Colombia,2011,Comunicaciones,269,$15931.37,$2989.49
405-95-3721,Dabjam,Colombia,2008,,175,$19480.41,$3921.88
211-33-7096,Photofeed,Argentina,2015,Finanzas,279,$9374.67,$3342.89
565-81-1887,Wordpedia,Colombia,2007,Otros,57,$13434.58,$2981.51
741-99-2999,Camido,Colombia,2009,Comercio,72,$18374.65,$1071.34
814-83-9402,Trudoo,Colombia,2014,Finanzas,219,$8041.01,$1811.25
440-79-4444,Innojam,Colombia,2006,Otros,170,$15640.13,$1609.15
334-57-6498,Fiveclub,Colombia,2004,Medicina,17,$6659.37,$2142.16
562-47-7108,Meetz,Argentina,2004,Finanzas,66,$9028.55,$3537.08
407-58-7902,Eidel,Argentina,2002,Otros,114,$8169.43,$1403.77
708-99-5214,Plambee,Bolivia,2007,Transporte,200,$5655.39,$3834.19
896-60-9242,Skiba,Bolivia,2014,Finanzas,263,$10505.25,$1312.41
485-02-6971,Flashspan,Argentina,2005,Entretenimiento,295,$12898.25,$1915.89
231-34-2238,Kare,Argentina,2001,Transporte,250,$6989.96,$1592.49
,Avamm,,2015,Entretenimiento,265,$6527.46,$3055.80
874-94-7481,Yodo,Colombia,2014,Comercio,238,$5865.05,$2220.51
334-58-1064,Buzzster,Colombia,2006,Construccion,156,$19407.18,$2069.51
591-16-7275,Twitterbridge,Argentina,2002,Tecnologia,229,$7591.17,$3664.85
210-36-5356,Zava,,2003,,265,$14863.20,$1109.61
838-43-0866,Meevee,Uruguay,2015,Comercio,104,$12266.34,$2068.49
312-49-1647,Quinu,Argentina,2014,Entretenimiento,141,$17546.59,$1852.67
170-39-7470,Yoveo,Argentina,2008,Otros,174,$17538.90,$3738.36
676-67-4143,Jaloo,Argentina,2010,Construccion,115,$17643.08,$3212.73
827-40-6410,Mybuzz,Uruguay,2005,Comercio,270,$18935.91,$2053.39
571-40-6937,Flashdog,Argentina,2012,Tecnologia,152,$10940.53,$3635.34
274-16-2005,Skalith,Uruguay,2012,Medicina,174,$17890.52,$2053.19
506-75-0597,Quimba,Bolivia,2009,Comercio,128,$12542.15,$3089.54
319-68-6989,Fliptune,Argentina,2012,Construccion,104,$9565.43,$3724.29
689-78-5481,Tagcat,Uruguay,2005,Otros,178,$18522.89,$1355.82
653-19-5757,Npath,Argentina,2002,Comercio,94,$15006.66,$1405.49
785-16-6052,Divavu,Uruguay,2008,Transporte,193,$14481.09,$1530.65
658-82-3958,Eimbee,Argentina,2003,Comercio,77,$10167.78,$3548.65
490-19-8276,Yakijo,Colombia,2007,Energia,256,$19057.48,$3237.36
678-34-9458,Cogidoo,Colombia,2005,Comunicaciones,68,$9228.04,$2837.11
190-77-9153,Skinder,Bolivia,2008,Transporte,179,$8602.07,$1947.57
300-29-4734,Realcube,Colombia,2001,Transporte,274,$17917.46,$3341.98
413-01-2267,Livefish,Chile,2011,Transporte,268,$6374.67,$3611.79
184-48-9017,Feedmix,Argentina,2008,Comercio,112,$12509.04,$3551.64
450-79-7336,Gabtune,Argentina,2002,Comunicaciones,171,$14213.61,$1164.62
513-95-2976,Zoombox,Colombia,2015,,96,$19385.16,$1538.48
301-95-9435,Pixoboo,Colombia,2014,Comercio,294,$17010.26,$1646.69
639-63-5540,Wordpedia,Bolivia,2015,Medicina,220,$17301.71,$2433.43
102-51-6079,Mycat,Colombia,2005,Construccion,259,$16266.53,$1320.48
418-30-9118,Realbridge,Colombia,2013,Entretenimiento,212,$14870.47,$1722.07
120-51-8255,Thoughtsphere,Colombia,2011,Entretenimiento,41,$15356.01,$3272.23
717-76-8115,Zooxo,Colombia,2013,Entretenimiento,40,$12091.98,$2083.93
564-09-3002,Abatz,Colombia,2009,Medicina,217,$6711.02,$3607.21
515-38-8297,Trudoo,Colombia,2010,Construccion,185,$18317.67,$3202.84
,Babbleset,,2002,Medicina,104,$14982.21,$3157.47
331-34-9231,Zoozzy,Colombia,2008,Medicina,181,$13839.60,$3517.64
495-21-2845,Centidel,Colombia,2011,Tecnologia,25,$9211.51,$3646.80
517-20-7599,Vimbo,Argentina,2014,Transporte,230,$15034.33,$2635.93
634-57-1532,Jabbersphere,Colombia,2011,Energia,79,$10871.32,$2108.28
373-46-0419,Edgewire,Colombia,2005,Comercio,124,$19744.19,$2398.75
636-47-8678,Ooba,Colombia,2006,Otros,216,$17588.70,$1337.23
513-17-1494,Twitterwire,Argentina,2014,Comercio,218,$19400.19,$3226.30
184-01-0616,Digitube,Bolivia,2004,Otros,189,$6073.12,$1182.09
114-20-5870,Yombu,Colombia,2008,Medicina,62,$16225.44,$1976.14
581-09-1193,Ailane,Argentina,2004,,51,$6968.72,$3880.90
875-34-1931,Quinu,Bolivia,2002,Energia,118,$6198.69,$2090.47
453-25-0236,Zoomdog,Argentina,2003,Tecnologia,236,$5893.10,$2816.82
405-39-3854,Skibox,Colombia,2012,Finanzas,264,$17133.53,$3032.98
121-95-2575,Browsezoom,Argentina,2011,Comercio,115,$12070.79,$2155.88
649-50-7521,Wikizz,,2010,Medicina,16,$6319.47,$2902.27
359-40-5143,Tambee,Colombia,2005,Comunicaciones,129,$10512.25,$1712.60
155-14-7077,Zoomcast,Colombia,2004,,149,$14261.79,$1158.13
874-92-6483,Zoonoodle,Argentina,2006,Otros,67,$9865.30,$1732.08
,Oba,,2013,Comunicaciones,63,$6664.75,$2997.98
,Skyvu,,2007,Tecnologia,69,$15721.96,$1631.00
119-76-7715,Feedmix,Chile,2001,Comercio,231,$7880.93,$1918.57
357-49-9531,Innojam,Bolivia,2012,Otros,241,$9753.06,$1375.98
462-58-5693,Tazz,Argentina,2002,Comunicaciones,269,$15896.74,$3613.94
456-58-3156,Vipe,Argentina,2013,Entretenimiento,129,$11713.00,$2453.64
352-21-5451,Realblab,Argentina,2013,Otros,200,$7284.32,$1079.19
111-40-8693,Realbridge,Argentina,2004,Comunicaciones,126,$7060.13,$2470.31
277-67-4191,Feedfire,Colombia,2002,Medicina,281,$19112.64,$2945.47
266-20-3124,Yabox,Colombia,2009,Finanzas,267,$13311.62,$2723.43
786-43-3842,Edgepulse,Argentina,2005,,60,$8000.21,$2896.21
321-71-6885,Kwimbee,Colombia,2012,,45,$12946.90,$3266.33
873-19-9016,Yoveo,Colombia,2005,Otros,27,$11668.19,$2459.35
258-46-2915,Blognation,Colombia,2007,Tecnologia,245,$9520.62,$3895.16
825-59-9503,Thoughtworks,Uruguay,2001,,164,$11657.64,$3732.93
709-67-4402,Trupe,Argentina,2005,Tecnologia,222,$13159.31,$2957.16
453-96-9788,Zazio,Argentina,2001,Construccion,53,$14483.01,$2918.42
155-98-1011,Linklinks,Colombia,2002,Entretenimiento,53,$13698.06,$1357.61
338-74-4274,Devshare,Colombia,2001,Comercio,244,$13019.55,$3226.84
476-01-7031,Topicstorm,Argentina,2014,Comercio,119,$11793.30,$2822.64
538-62-7922,Aimbu,Colombia,2005,Construccion,207,$19564.72,$3122.90
869-60-2538,Chatterpoint,Colombia,2012,Finanzas,279,$17552.82,$3157.39
503-56-7493,Oozz,Colombia,2012,Tecnologia,18,$14859.13,$3156.29
689-63-4885,BlogXS,Colombia,2011,Medicina,114,$16888.10,$3403.97
386-38-3814,Gigaclub,Chile,2014,Otros,192,$19099.05,$1142.24
397-44-3604,Kazio,Argentina,2011,Finanzas,108,$6803.82,$2502.99
822-84-2124,Twinder,Argentina,2003,Otros,205,$16424.70,$3768.82
128-51-0522,Skyba,Argentina,2011,Entretenimiento,148,$18960.75,$1772.19
371-13-9581,Yakidoo,,2001,Finanzas,169,$16256.93,$1471.75
323-03-0259,Zazio,Colombia,2008,Entretenimiento,112,$18409.95,$2512.56
262-32-3709,Flashspan,Colombia,2015,Finanzas,77,$5206.40,$1146.97
475-69-0062,Roodel,Colombia,2002,,89,$7273.23,$1104.24
371-08-9545,Dynabox,Argentina,2010,,236,$12622.10,$3633.51
529-06-5224,Oyoba,Argentina,2004,Medicina,92,$14237.07,$1359.31
305-78-9047,Jazzy,Colombia,2012,Medicina,182,$7006.95,$2199.20
450-55-4306,Livetube,Argentina,2008,Medicina,155,$15253.24,$3907.39
337-61-9543,Cogidoo,Argentina,2005,Medicina,253,$8661.80,$1890.42
300-44-0107,Trunyx,Colombia,2004,Comunicaciones,206,$18487.41,$1191.46
375-84-1131,Voomm,Uruguay,2002,Medicina,195,$8997.71,$1469.84
448-88-3117,Tavu,Colombia,2014,Entretenimiento,132,$17984.93,$1230.06
402-68-6782,Yodoo,Argentina,2011,Comercio,224,$12007.46,$1519.51
659-36-3226,Centidel,Argentina,2008,Finanzas,183,$6447.53,$1989.29
165-34-3054,Trupe,Argentina,2012,Transporte,166,$10927.83,$2309.79
299-51-8332,Mynte,Uruguay,2010,Tecnologia,140,$17185.38,$1644.19
409-82-7672,Blogtag,Argentina,2008,Tecnologia,82,$14613.73,$1593.45
143-11-4439,Jaloo,Colombia,2006,Medicina,246,$6498.59,$3406.37
552-68-8457,Riffpath,Argentina,2014,,107,$12350.10,$2210.94
646-01-0419,Fivechat,Argentina,2013,Construccion,281,$17132.76,$1975.31
680-13-4814,Yodo,Colombia,2008,Comunicaciones,57,$6185.02,$2353.17
256-52-2632,Trupe,Colombia,2003,Energia,283,$6111.87,$3763.18
316-32-4067,Brainverse,Chile,2011,Entretenimiento,39,$18296.33,$2709.49
508-20-6818,Brainlounge,Argentina,2001,Comunicaciones,284,$15842.18,$2651.72
547-89-2388,Meemm,Uruguay,2008,Finanzas,100,$7707.57,$3373.72
855-62-0850,Browsedrive,Colombia,2008,Medicina,205,$13431.73,$3947.36
132-01-2377,Jatri,Colombia,2009,Finanzas,228,$16481.00,$3449.60
,Divanoodle,,2003,Transporte,201,$19640.53,$3090.81
707-74-0479,Skiptube,Uruguay,2008,Medicina,56,$11039.63,$2205.68
282-89-7145,Jaxspan,,2003,Comunicaciones,242,$12315.83,$3589.68
392-02-4645,Wikibox,Colombia,2001,Transporte,131,$13826.35,$3004.40
284-25-1902,Flipbug,Colombia,2004,Tecnologia,123,$5622.32,$2059.11
621-81-6631,Meevee,Colombia,2002,Entretenimiento,99,$15602.32,$3589.95
368-75-0704,Youspan,Argentina,2014,Entretenimiento,85,$5606.49,$2426.60
164-16-1052,Linkbridge,Colombia,2004,Comunicaciones,230,$11791.08,$3427.01
408-97-0773,Tekfly,Argentina,2008,Finanzas,98,$9985.34,$1918.55
386-83-6399,Trupe,Argentina,2004,Transporte,131,$13075.75,$3916.80
752-75-4242,Brainlounge,Chile,2015,Transporte,191,$6511.96,$3192.28
478-72-6941,Realblab,Colombia,2010,,97,$19642.81,$3551.20
637-95-2017,Vimbo,Colombia,2006,Transporte,199,$12893.36,$3548.31
842-90-7200,Thoughtbridge,Argentina,2004,Construccion,232,$5095.91,$3272.92
469-41-8967,Aibox,Colombia,2014,Comercio,169,$10224.74,$1224.19
778-41-3046,Tavu,Argentina,2012,Comercio,65,$11866.24,$2694.68
421-22-2888,Bluezoom,Colombia,2006,Comunicaciones,282,$13186.06,$1535.88
246-63-4901,Skynoodle,Uruguay,2009,Otros,130,$11683.08,$3692.54
609-94-8909,Tanoodle,Chile,2002,Medicina,243,$11247.13,$1777.08
747-92-5582,Cogibox,Argentina,2010,Tecnologia,157,$18587.92,$2364.82
781-51-9648,Realmix,Argentina,2013,Transporte,241,$15807.85,$3827.45
335-48-0675,Vidoo,Argentina,2004,Comunicaciones,300,$15264.56,$3914.20
345-29-0738,Realfire,Colombia,2008,Energia,221,$19781.50,$2178.03
295-11-3842,Quinu,Chile,2007,Energia,299,$8185.39,$3061.62
138-62-6673,Bubblemix,Argentina,2015,Medicina,250,$19622.22,$1657.78
845-15-6453,Babbleset,Colombia,2002,Transporte,29,$9826.85,$1474.26
341-32-1075,Skiptube,Argentina,2006,Construccion,149,$11456.68,$1288.88
114-99-2191,Centizu,Argentina,2001,Entretenimiento,35,$14773.41,$1553.91
759-25-5216,Camido,Colombia,2008,Comunicaciones,275,$12846.45,$2616.14
716-32-4392,Wikivu,Uruguay,2002,Construccion,199,$15912.69,$3425.33
489-64-7974,Flipopia,Uruguay,2014,Energia,241,$19128.80,$1483.68
567-84-2557,Aimbu,,2004,Otros,34,$19854.50,$2943.63
802-51-5989,Tanoodle,Colombia,2010,Medicina,119,$19226.72,$2195.63
850-02-7952,Tagfeed,Chile,2008,Otros,193,$15188.81,$1688.71
279-47-5177,Devpulse,Argentina,2009,Transporte,259,$7917.33,$1560.64
771-08-4047,Geba,Argentina,2014,Comunicaciones,206,$14116.36,$1813.59
841-01-5397,Mudo,Chile,2006,Tecnologia,39,$5090.25,$1598.22
