Id Empresa,Nombre Empresa,Pais,Fundacion,Industria,Empleados,Ingresos Anuales(USD MM),Gastos Anuales(USD MM)
209-68-3329,Reallinks,Argentina,2014,Transporte,283,$17139.65,$1646.67
290-47-4337,Flipopia,Chile,2015,Transporte,155,$15915.45,$2313.52
856-86-4767,Layo,Colombia,2003,,172,$11099.06,$3405.48
142-74-7394,Lajo,Argentina,2014,Otros,300,$12546.85,$2637.52
844-20-2711,Skimia,Colombia,2011,Finanzas,150,$5773.83,$2794.42
232-64-6852,Youopia,Colombia,2007,Finanzas,218,$18701.38,$2346.03
699-68-5063,Linklinks,Argentina,2005,Medicina,128,$11013.67,$1963.39
662-84-2391,Browsecat,Argentina,2003,Transporte,166,$13323.54,$3200.02
740-67-5831,Flipbug,Argentina,2014,Energia,115,$12903.73,$1998.94
757-82-8244,Divanoodle,Bolivia,2009,,269,$9314.28,$2520.47
420-19-4614,Divape,Argentina,2012,Finanzas,206,$15696.64,$1325.35
604-08-3164,Thoughtbridge,Uruguay,2011,Energia,192,$10965.69,$2807.01
103-67-9717,Pixonyx,Chile,2004,Tecnologia,158,$15044.13,$1016.14
335-79-8489,Roombo,Colombia,2010,Entretenimiento,263,$16072.39,$1604.59
535-01-7685,Topicstorm,Argentina,2002,Medicina,77,$6107.00,$1458.88
396-43-9548,Realbridge,Bolivia,2003,,265,$5294.31,$3328.15
379-92-1149,Snaptags,Colombia,2006,Entretenimiento,181,$18096.39,$1717.87
176-06-9093,Quimba,Argentina,2013,Construccion,97,$7572.26,$3833.92
,Quimba,,2015,Comunicaciones,193,$6111.63,$3870.03
142-77-8137,Blogspan,Argentina,2007,Otros,145,$5894.47,$2958.27
243-44-0171,Meemm,Colombia,2004,Otros,122,$19089.85,$1955.05
581-52-6156,Meedoo,Argentina,2001,Medicina,59,$12280.66,$1903.21
766-34-0913,Yakitri,Argentina,2013,Tecnologia,211,$5873.63,$1080.98
208-25-3317,Aimbu,Colombia,2012,Tecnologia,208,$8147.34,$2069.72
544-90-2490,Yata,Colombia,2001,Entretenimiento,279,$13231.52,$2882.22
571-44-2303,Livetube,Colombia,2013,Transporte,289,$14580.29,$3805.95
141-74-3613,Brainbox,Colombia,2013,,73,$18511.40,$1511.07
612-63-3709,,Chile,2015,Comunicaciones,18,$10369.43,$2073.36
693-43-6901,Voonix,Colombia,2001,Medicina,296,$12793.01,$1564.60
365-24-3823,Edgeclub,Argentina,2005,Comercio,235,$18795.11,$2399.39
373-74-2967,Kamba,Argentina,2004,,70,$5853.90,$3803.10
748-63-6347,Voonyx,Colombia,2004,Finanzas,115,$13366.76,$1640.56
,Meezzy,,2002,Energia,296,$6031.16,$1519.89
301-49-8889,Kwideo,Uruguay,2011,Entretenimiento,108,$9449.20,$2610.14
531-45-4556,Oloo,Argentina,2013,Tecnologia,107,$5090.25,$3437.18
496-69-3250,Zoonder,Argentina,2007,Medicina,212,$5028.20,$2162.99
218-84-6794,LiveZ,Bolivia,2014,Energia,125,$5437.55,$3524.27
319-06-8126,Trilith,Argentina,2006,Finanzas,185,$8477.44,$2900.33
718-12-3244,Bubblemix,Argentina,2015,Otros,55,$10507.90,$1205.12
471-22-4217,Eire,Colombia,2007,Construccion,295,$12387.32,$2823.92
520-11-0010,Yadel,Argentina,2015,Otros,244,$10648.33,$2497.63
255-01-2653,Trudeo,Bolivia,2002,,200,$12694.53,$1146.87
102-67-6266,Bubbletube,Argentina,2006,Tecnologia,145,$6842.41,$1635.43
301-75-1027,Roomm,Argentina,2009,Otros,33,$13767.41,$2469.43
255-06-8526,Trudeo,Argentina,2014,Transporte,279,$8868.53,$3311.46
807-48-3353,Geba,Argentina,2001,Finanzas,66,$17854.37,$2057.96
536-35-8902,Tagfeed,Colombia,2004,Energia,33,$6262.61,$1450.10
732-83-4533,Meedoo,Uruguay,2005,Otros,122,$9606.46,$1983.12
211-56-9989,Blogtags,Argentina,2002,Entretenimiento,66,$10847.82,$3577.79
202-31-8932,Viva,Colombia,2013,Otros,217,$10601.10,$1505.74
396-69-2099,Pixonyx,Argentina,2015,Finanzas,200,$17316.37,$1453.95
131-99-8079,Realblab,Argentina,2008,Transporte,94,$9737.22,$3982.26
250-64-9241,Dabtype,Chile,2012,Otros,16,$10068.13,$1962.20
538-05-3221,Kayveo,Colombia,2006,Comercio,251,$10612.16,$1456.44
838-97-5274,Tanoodle,Colombia,2005,,252,$18706.39,$3961.33
670-24-0133,Tavu,Colombia,2002,Transporte,219,$8450.91,$3232.61
298-96-4613,Nlounge,Bolivia,2003,Finanzas,118,$16645.72,$1392.50
478-90-6480,Eazzy,Colombia,2015,Entretenimiento,184,$12276.64,$2072.40
487-01-4586,Mita,Colombia,2005,Energia,101,$9828.53,$3651.89
,Brightbean,,2002,Medicina,37,$17156.50,$3735.52
316-17-7632,Meevee,Colombia,2006,Entretenimiento,35,$17036.77,$2556.24
274-77-4541,Yata,Argentina,2015,Construccion,125,$18349.03,$2070.38
341-91-1489,Twitternation,Chile,2003,Transporte,209,$15550.73,$2150.87
508-33-4475,Devshare,Argentina,2008,Comercio,127,$13706.40,$2942.26
176-21-6268,Thoughtstorm,Bolivia,2014,Otros,170,$14773.89,$2403.25
640-38-3976,Devbug,Argentina,2001,Finanzas,215,$8060.81,$3910.75
450-32-6783,Gigashots,Colombia,2014,Energia,68,$18468.36,$1000.79
262-56-9316,Thoughtbeat,Argentina,2001,Energia,16,$13237.91,$1633.06
693-25-2213,Fanoodle,Argentina,2014,Otros,115,$18035.38,$3048.08
796-41-1511,Blognation,Colombia,2005,Comercio,223,$8866.63,$1576.85
285-56-9429,Zoomcast,Argentina,2012,Medicina,226,$10640.87,$2362.95
546-53-5199,Fanoodle,Uruguay,2006,Otros,300,$11735.68,$1187.38
167-25-1978,Brainlounge,Colombia,2003,Tecnologia,20,$17968.13,$3937.38
730-32-6022,Oodoo,Argentina,2012,Comercio,84,$9377.89,$1744.37
807-35-2886,Jabberstorm,Argentina,2010,Construccion,70,$9504.76,$1375.03
624-07-2903,Oyoyo,Chile,2011,Otros,70,$9069.52,$3791.84
898-21-9952,Demivee,Colombia,2009,Construccion,295,$5706.40,$3513.66
401-83-2648,Ozu,Argentina,2013,Comunicaciones,92,$9940.77,$1651.91
648-59-3224,Twitterlist,Argentina,2014,Transporte,87,$5571.06,$3487.78
760-11-2747,Myworks,Colombia,2012,Energia,106,$11533.08,$2772.30
559-99-3369,Oyonder,Colombia,2006,Finanzas,300,$6921.86,$1086.77
720-34-3064,Kare,Colombia,2014,Transporte,137,$15678.21,$3698.29
224-95-0749,Mycat,Argentina,2001,Comunicaciones,135,$8893.50,$1083.22
450-41-8392,Browsebug,Argentina,2003,Comunicaciones,98,$17470.24,$1663.03
,Chatterbridge,,2003,Entretenimiento,259,$7108.65,$3606.84
271-14-7085,Babbleopia,Argentina,2013,Otros,104,$11118.89,$1994.64
541-92-0782,Tagtune,Argentina,2008,Energia,133,$18431.00,$2552.20
846-56-5825,Thoughtworks,Colombia,2001,,49,$7662.96,$3733.46
384-40-3348,Skyble,Colombia,2001,Entretenimiento,70,$17867.46,$3143.37
179-76-1774,Innotype,Colombia,2003,Transporte,214,$8933.33,$2384.55
894-78-5544,,Colombia,2005,Comercio,251,$13721.34,$2843.34
853-43-9161,Voolith,Argentina,2014,Transporte,120,$14118.28,$1079.38
878-87-3749,Quatz,Colombia,2001,Finanzas,26,$9331.95,$2443.24
504-99-2387,DabZ,Chile,2011,Transporte,184,$9708.56,$1177.98
308-18-1657,Oyonder,Argentina,2003,Energia,164,$13653.11,$3450.38
669-34-5486,Fadeo,Colombia,2002,Transporte,250,$17704.18,$2845.74
496-37-2101,Babbleopia,Argentina,2001,Transporte,264,$8457.21,$3542.93
335-23-5356,Buzzster,Colombia,2011,Finanzas,139,$13570.17,$2816.13
407-10-6925,Voonte,Argentina,2012,Medicina,164,$5708.95,$1515.11
637-17-0619,Feednation,Argentina,2009,Medicina,247,$14707.79,$3700.65
521-43-2998,Yodoo,Colombia,2001,Medicina,208,$11777.05,$3857.19
692-25-8178,Realblab,Chile,2011,Comunicaciones,238,$6736.44,$2240.78
464-24-8795,Gigashots,Colombia,2015,Construccion,266,$16808.90,$3026.22
460-30-8962,Rooxo,Argentina,2012,Energia,258,$15187.55,$1810.00
402-29-7552,Cogidoo,Argentina,2001,Entretenimiento,26,$6319.09,$1514.34
319-83-6104,Podcat,Colombia,2005,Medicina,218,$15853.41,$3379.80
775-94-0194,Thoughtsphere,Colombia,2002,Comunicaciones,145,$11425.24,$2662.76
796-73-2086,Katz,Bolivia,2014,Tecnologia,104,$19151.46,$1126.03
701-18-1552,Feedfire,Chile,2003,Otros,149,$18155.00,$1749.18
481-15-3857,Browsebug,Uruguay,2011,Comercio,83,$9043.29,$2669.74
381-24-7071,Jamia,Colombia,2007,Entretenimiento,40,$19689.06,$3634.75
353-84-0238,Voonder,Argentina,2011,Tecnologia,270,$11788.64,$1705.29
496-15-5310,Brainbox,Colombia,2010,,206,$12135.42,$2066.95
513-40-8453,Tavu,Chile,2014,Comercio,21,$19372.51,$1123.60
523-67-0703,Jayo,Colombia,2008,Construccion,254,$13438.51,$3267.49
415-49-4854,Rooxo,Colombia,2003,Energia,220,$13938.49,$2313.17
657-99-5155,Eimbee,Uruguay,2006,Energia,61,$16079.01,$3095.12
620-19-9511,Yamia,Colombia,2007,,103,$10860.40,$1674.88
525-27-6701,Realbuzz,Argentina,2013,Comunicaciones,16,$12913.86,$2010.00
582-23-5266,Yakijo,Argentina,2015,Finanzas,260,$19173.87,$3487.00
367-36-3961,Photobug,Bolivia,2007,Construccion,183,$11324.03,$3246.71
555-12-2193,Jabbertype,Colombia,2012,Construccion,229,$17176.29,$3673.16
885-53-5267,Gabvine,Argentina,2010,Tecnologia,266,$14820.39,$1582.12
473-86-0301,Jayo,Uruguay,2005,,192,$16762.95,$1481.08
512-16-3992,Meetz,Argentina,2006,Comercio,80,$15769.44,$1639.19
265-92-6704,Yoveo,Argentina,2001,Otros,75,$7138.62,$1808.72
736-33-0294,Wikivu,Colombia,2007,Comercio,162,$19083.80,$3558.36
170-56-5784,Dabjam,Colombia,2002,Otros,111,$13866.36,$1245.98
898-95-5885,Jayo,Uruguay,2009,Comunicaciones,155,$6155.70,$1082.22
739-02-9268,Edgeify,Argentina,2005,Comunicaciones,222,$8117.78,$2557.38
116-73-8764,Feedfire,Colombia,2007,Entretenimiento,273,$6086.57,$3691.11
422-75-2968,Rhycero,Bolivia,2015,Energia,53,$10815.01,$2817.43
834-34-4374,Babbleset,Colombia,2010,Construccion,63,$16092.18,$1941.64
192-26-9900,Bluejam,Colombia,2005,Comunicaciones,77,$8534.16,$1996.01
726-84-6176,Feedbug,Chile,2013,,153,$13545.30,$3810.95
211-71-2751,Oyoba,Chile,2004,Comunicaciones,28,$13753.68,$1698.39
226-60-8734,Jabbersphere,Colombia,2015,Construccion,87,$8322.96,$2609.54
863-55-6954,Skilith,Argentina,2006,Comunicaciones,251,$13526.08,$3331.85
485-39-0571,Brainlounge,Argentina,2005,Otros,143,$13671.89,$3442.21
,Realcube,,2003,Transporte,133,$12640.60,$1476.52
222-60-1309,Abatz,Uruguay,2014,Comunicaciones,190,$19533.30,$3606.93
655-96-1635,Abata,Chile,2015,Entretenimiento,19,$6603.29,$1488.41
410-64-1184,Zoonder,Colombia,2009,Entretenimiento,37,$18848.62,$3809.27
,Realblab,,2011,Energia,147,$17215.28,$1940.97
736-88-6123,Eare,Chile,2009,Comunicaciones,22,$12325.79,$1748.17
472-84-3480,Gigazoom,Argentina,2008,Transporte,115,$14127.49,$2973.18
720-76-4859,Brainbox,Chile,2008,Otros,85,$19940.62,$1253.91
719-82-0747,Mydo,Argentina,2002,Comunicaciones,43,$18569.57,$3670.44
185-90-1986,Edgewire,Bolivia,2006,Medicina,51,$13513.80,$3997.53
141-03-2978,Plajo,Colombia,2002,Otros,156,$5356.81,$1145.15
189-64-4307,Skyvu,Colombia,2012,,198,$9644.14,$3997.94
760-41-1302,Gigashots,Bolivia,2010,Tecnologia,26,$18935.08,$1974.42
192-45-2012,Browseblab,Argentina,2008,,27,$17752.00,$1029.33
,Divavu,,2014,,204,$15366.09,$1249.89
889-05-6956,Flipstorm,Colombia,2015,Energia,271,$6433.81,$3979.05
147-14-3017,Mycat,Argentina,2001,Medicina,252,$18534.23,$1464.66
438-43-7211,Flipstorm,Argentina,2004,Medicina,73,$11560.91,$3650.58
486-20-2112,Twinte,Colombia,2011,Entretenimiento,34,$5466.51,$3502.92
814-02-6983,Livepath,Argentina,2010,Entretenimiento,160,$7517.18,$1672.38
141-87-1716,Zoonder,Colombia,2007,Medicina,183,$10174.80,$1100.91
648-15-9709,Browsebug,Colombia,2006,Entretenimiento,299,$16905.16,$2331.22
883-81-2856,Skyndu,Bolivia,2012,Transporte,292,$9576.00,$3621.96
198-01-8488,Thoughtbeat,Colombia,2012,Entretenimiento,280,$6041.70,$3626.92
207-41-2664,Tazzy,Colombia,2002,Transporte,181,$10442.95,$1676.36
442-07-6769,Skipfire,Uruguay,2015,Comunicaciones,180,$5211.14,$1957.31
403-67-6187,Jaxspan,Colombia,2008,Comunicaciones,250,$8118.87,$3333.71
475-67-6936,Vitz,Argentina,2001,Comunicaciones,74,$10982.23,$1260.18
522-72-3942,Linkbuzz,Argentina,2001,Tecnologia,184,$12435.61,$2040.04
554-55-2588,Bluezoom,Argentina,2011,Tecnologia,100,$19234.01,$1919.04
292-54-0835,Youopia,Argentina,2014,Entretenimiento,81,$12945.53,$1437.57
113-88-7978,Jabbertype,Colombia,2010,Comercio,160,$12363.41,$2164.27
489-68-4086,Agivu,Colombia,2013,Comercio,172,$19018.57,$1765.63
557-20-1954,Einti,Argentina,2005,Medicina,214,$13196.32,$1064.43
809-70-0823,Dynabox,Argentina,2011,Entretenimiento,271,$17225.95,$3871.70
663-33-8834,Jaxbean,Bolivia,2015,Transporte,107,$7411.13,$3158.18
180-31-4946,Meembee,Argentina,2014,Finanzas,17,$13872.72,$1532.79
103-11-0593,Twitterlist,Chile,2005,Entretenimiento,159,$8274.57,$2205.59
373-93-0939,Oyoba,Uruguay,2013,,220,$10327.61,$2860.97
673-12-9717,Jabbersphere,Colombia,2014,Finanzas,210,$10558.90,$2706.42
888-78-9963,Devbug,Colombia,2010,,106,$14252.44,$2394.62
369-50-1449,Buzzster,Colombia,2010,Comercio,177,$6225.40,$1117.31
598-74-6679,Dynazzy,Colombia,2011,Entretenimiento,128,$12514.66,$3604.81
673-48-9489,Skipfire,Argentina,2010,Medicina,260,$12707.27,$1615.59
571-33-8396,Flashset,Colombia,2013,Otros,73,$5492.24,$1802.26
653-69-8607,,Argentina,2011,Otros,173,$10578.46,$3734.29
328-23-5322,Zoomdog,Argentina,2006,Comercio,282,$7380.72,$2053.16
345-60-1020,Jaxspan,Chile,2001,Entretenimiento,124,$16208.75,$1362.81
572-98-1823,Oyope,Colombia,2001,Energia,269,$14479.87,$2829.33
272-96-9913,Skippad,Colombia,2003,Energia,294,$19063.00,$1896.57
774-39-2766,Kazio,Argentina,2012,Transporte,128,$13786.54,$2977.20
242-86-7040,Cogidoo,Colombia,2004,Otros,102,$13278.27,$2082.20
601-35-2496,Roombo,Colombia,2012,Energia,291,$12593.43,$2674.45
383-64-1576,Jetpulse,Colombia,2010,Finanzas,206,$5128.18,$1758.31
210-86-7431,Babbleset,Colombia,2009,Finanzas,171,$18106.69,$2684.18
609-39-0249,Bubblemix,Colombia,2004,Comunicaciones,103,$11731.71,$1692.72
762-88-2161,Brainlounge,Argentina,2004,Comunicaciones,215,$16809.28,$1596.26
362-22-8110,Leenti,Argentina,2009,Tecnologia,160,$6408.80,$2276.63
534-96-8391,Shufflester,Colombia,2011,Finanzas,47,$11198.43,$1238.06
568-32-7513,Feedspan,Argentina,2010,Construccion,165,$5191.86,$1317.05
795-47-8390,Meejo,Bolivia,2013,,296,$11942.29,$1465.75
173-42-5050,Divanoodle,Colombia,2001,,90,$17745.54,$3857.84
875-35-9983,Cogidoo,Colombia,2010,Entretenimiento,272,$8727.09,$1166.08
884-74-9219,Livetube,Colombia,2012,Finanzas,35,$17554.85,$3326.11
515-68-9527,Centizu,Bolivia,2007,Tecnologia,159,$9676.52,$2790.76
828-87-2795,Leexo,Argentina,2004,Finanzas,279,$18866.28,$3225.24
755-04-1585,Shuffledrive,Argentina,2012,Comercio,211,$14814.99,$3559.96
176-83-8838,Divape,Argentina,2001,Construccion,256,$6200.08,$3479.94
604-47-1523,Avamba,Argentina,2013,Entretenimiento,175,$16327.20,$3909.37
578-79-5904,Zoomcast,Colombia,2008,Finanzas,39,$19939.61,$3943.96
406-48-1169,Flashspan,Argentina,2003,,19,$9536.68,$1616.21
616-40-9849,Yozio,Colombia,2015,Energia,269,$8790.34,$3042.10
161-59-8653,Mycat,Colombia,2012,Entretenimiento,113,$8554.88,$1306.63
871-50-9599,Jamia,Chile,2003,Energia,82,$19035.36,$1503.92
775-45-0869,Aibox,Chile,2015,Finanzas,84,$5210.22,$3377.93
440-35-6630,Leenti,Colombia,2007,Energia,21,$11614.99,$1927.33
727-57-2987,Dynabox,Argentina,2006,Tecnologia,123,$6664.48,$2858.03
101-63-9889,Skiba,Colombia,2002,,120,$13826.27,$1129.93
605-45-0452,Kwideo,Colombia,2010,Medicina,103,$12943.66,$1510.17
213-37-5716,Photolist,Colombia,2015,Entretenimiento,62,$18756.86,$2638.42
532-66-0298,,Colombia,2007,Comercio,205,$19836.00,$2878.06
472-39-1356,Meeveo,Chile,2011,Comunicaciones,53,$5193.95,$3225.02
,Dynava,,2003,Tecnologia,224,$16919.13,$2059.13
818-16-4440,Realblab,Colombia,2012,Otros,17,$11506.33,$3051.53
175-89-5527,Twiyo,Argentina,2015,Transporte,148,$10288.87,$3499.28
418-90-1445,Zoombeat,Bolivia,2007,Transporte,34,$6717.49,$2315.63
627-85-4063,Ainyx,Chile,2008,Transporte,104,$16481.90,$3600.55
669-19-6331,Yata,Argentina,2004,Energia,259,$7297.74,$2515.72
341-98-3879,Gevee,Argentina,2003,Entretenimiento,21,$16321.80,$2752.25
440-35-4132,Wikibox,Argentina,2001,Energia,160,$17550.72,$3245.44
645-29-8274,Snaptags,Argentina,2001,Tecnologia,58,$17471.93,$2103.27
826-94-4540,Browsetype,Colombia,2004,Construccion,92,$17850.61,$3087.82
394-72-6856,Npath,Argentina,2003,Transporte,194,$11506.67,$2762.06
240-57-2472,Trudoo,Argentina,2012,Transporte,205,$9279.36,$1097.21
695-70-7163,Flipopia,Argentina,2012,Finanzas,15,$19526.19,$3175.48
318-37-3573,Mudo,Argentina,2013,Medicina,52,$14119.28,$3438.52
314-08-8363,Rhyloo,Chile,2008,Transporte,293,$10044.01,$1773.74
590-42-8035,Thoughtsphere,Colombia,2002,,114,$8096.15,$2116.37
260-22-5426,Tagpad,Argentina,2005,Comercio,113,$14654.84,$3640.98
794-43-6558,Linklinks,Colombia,2005,Comercio,162,$7890.01,$2122.44
756-69-1232,Brightdog,Bolivia,2002,Energia,97,$7017.27,$1924.66
302-18-6581,Yamia,Argentina,2014,Finanzas,136,$14071.53,$1186.16
,Vinte,,2002,Finanzas,73,$8270.02,$1926.26
490-41-2923,Buzzbean,Bolivia,2010,Otros,74,$14507.79,$3056.04
745-12-5570,Meemm,Argentina,2005,Transporte,248,$17955.05,$1669.13
860-35-3147,Yoveo,Colombia,2001,Comercio,89,$14197.06,$1363.94
326-64-8081,,Uruguay,2001,Comunicaciones,123,$13618.57,$3847.22
475-19-5707,Buzzster,Chile,2014,Comercio,216,$17148.83,$1944.78
646-53-8611,Gabspot,Colombia,2010,Energia,54,$7269.65,$3616.35
289-56-4629,Wikizz,Chile,2003,Tecnologia,221,$18696.11,$2028.91
170-61-8994,Yodel,Colombia,2005,Comercio,77,$14186.15,$1825.30
851-53-6858,Vimbo,Colombia,2014,Construccion,278,$6015.28,$1834.03
273-45-5271,Pixoboo,Uruguay,2003,Transporte,166,$6820.38,$1155.57
596-88-0995,Edgepulse,Argentina,2004,Tecnologia,64,$18201.98,$2078.94
472-60-1465,Voonder,Colombia,2010,Medicina,194,$10384.74,$2623.97
573-75-7503,Brainlounge,Colombia,2004,Construccion,188,$15643.95,$3891.41
191-94-1887,Devpulse,Argentina,2005,Medicina,177,$11659.34,$1638.82
832-23-3282,Dabvine,Argentina,2007,Finanzas,101,$11053.37,$2591.50
395-02-5417,Tavu,Argentina,2015,Construccion,47,$9957.81,$2520.60
790-36-6369,Twinder,Colombia,2007,Medicina,95,$19633.17,$1328.04
291-17-4366,Digitube,Colombia,2015,Entretenimiento,49,$6809.11,$3103.10
438-86-3828,Kwideo,Colombia,2010,Comercio,65,$9383.06,$2715.30
146-05-8493,Skyvu,Argentina,2009,Finanzas,264,$14545.44,$1676.71
,Browsecat,,2011,Finanzas,59,$8661.31,$3004.34
,Edgewire,,2011,Tecnologia,88,$16136.07,$1312.40
494-04-1295,Brightbean,Argentina,2011,Tecnologia,286,$18906.84,$3200.78
832-79-6339,Midel,Argentina,2003,Finanzas,231,$9652.10,$2857.05
550-91-1407,Voonyx,Colombia,2004,Tecnologia,146,$12793.76,$2073.55
308-24-7447,Zoonoodle,Colombia,2011,Comercio,178,$12520.47,$1669.81
693-94-0903,Twiyo,Argentina,2010,Comunicaciones,64,$17919.52,$2410.64
301-37-8161,Devify,Colombia,2005,Construccion,194,$14835.91,$1475.92
350-53-2173,Voonix,Argentina,2003,Otros,243,$15080.84,$1691.06
615-19-5534,Topiczoom,Colombia,2014,Medicina,263,$6319.12,$2053.62
704-25-2308,Jatri,Argentina,2014,Otros,149,$13480.34,$1964.56
294-60-5602,Ntag,Argentina,2008,Entretenimiento,257,$15396.05,$3863.30
144-65-3695,Youspan,Argentina,2014,Comunicaciones,118,$5193.24,$2963.79
153-87-3525,Demizz,Argentina,2008,Entretenimiento,97,$9395.95,$2529.17
705-64-2909,Blogtag,Argentina,2011,Finanzas,295,$13035.05,$2680.96
891-38-8772,Flashspan,Bolivia,2003,Otros,237,$14171.48,$1407.46
605-77-7972,Dynava,Colombia,2012,Medicina,98,$19779.25,$2146.60
119-56-3655,Yacero,Colombia,2013,Transporte,53,$19763.09,$3332.44
548-36-0819,Innojam,Argentina,2014,Finanzas,128,$5667.57,$1996.52
616-30-4781,Voonder,Argentina,2005,Tecnologia,257,$9667.32,$3240.55
282-82-8498,,Argentina,2012,Medicina,38,$12462.97,$2983.62
388-57-4989,Dynabox,Colombia,2013,Comunicaciones,288,$19450.85,$3443.80
518-63-5797,Quaxo,Uruguay,2001,Entretenimiento,54,$9165.95,$2888.69
100-66-5984,Meetz,Argentina,2010,Medicina,276,$18931.65,$3596.20
831-77-2726,Dynava,Argentina,2015,Comunicaciones,38,$5571.26,$2841.77
449-44-2126,Avaveo,Argentina,2006,Finanzas,242,$13390.49,$2126.34
582-82-7292,Edgeblab,Chile,2008,Comercio,46,$11803.00,$3285.25
458-66-8685,Agimba,Colombia,2010,Transporte,41,$17858.23,$2459.31
544-30-2534,Plajo,Colombia,2012,Comercio,21,$12268.69,$1515.04
209-49-8026,Quaxo,Colombia,2009,Entretenimiento,293,$13946.42,$2698.04
864-17-1307,Zoomzone,Argentina,2010,,95,$5806.85,$3264.23
726-76-0816,Cogibox,Chile,2003,Otros,52,$9425.66,$1404.57
214-53-5213,Skimia,Argentina,2005,Entretenimiento,213,$6324.28,$1757.27
183-97-2084,Einti,Argentina,2005,Comunicaciones,183,$5516.51,$3050.75
731-28-6353,Plajo,Argentina,2008,Construccion,204,$8391.55,$2062.67
360-03-4895,Flashpoint,Colombia,2002,Tecnologia,67,$14613.31,$3152.95
813-06-4149,Myworks,Colombia,2014,Entretenimiento,156,$17229.90,$2331.47
124-87-1825,Roombo,Argentina,2002,,133,$15146.34,$3993.57
330-58-7029,Photofeed,Argentina,2008,Energia,107,$14779.58,$2265.40
407-24-7800,Trudoo,Argentina,2008,Energia,297,$10110.64,$2934.87
612-04-8626,Nlounge,Argentina,2009,Finanzas,86,$10584.75,$2327.74
203-87-0660,Yodel,Argentina,2008,Energia,17,$6469.19,$1489.87
537-49-6758,Topicstorm,Argentina,2005,Otros,194,$5526.27,$2192.61
,Yozio,,2012,Finanzas,284,$7288.37,$2742.98
242-73-3356,Zoomdog,Colombia,2007,Otros,186,$7965.01,$1953.61
207-98-0660,Katz,Chile,2006,Otros,237,$13818.23,$3970.29
224-16-7431,Photospace,Colombia,2003,,197,$19722.35,$3815.87
370-45-9185,Nlounge,Colombia,2009,Medicina,282,$16155.70,$3143.51
605-93-8262,Ailane,Colombia,2007,Otros,51,$10300.49,$3492.58
433-50-3381,Zoomlounge,Colombia,2010,Construccion,283,$15656.49,$2676.97
108-28-1049,Edgetag,Colombia,2006,Construccion,90,$9654.56,$3139.34
822-74-8713,Jabbersphere,Chile,2002,Comunicaciones,49,$9994.45,$1595.28
695-54-6647,Jamia,Argentina,2010,Otros,295,$19190.30,$3820.24
165-69-8248,Livetube,Colombia,2012,Tecnologia,251,$17232.99,$3875.51
197-92-0307,Blognation,Argentina,2005,Medicina,234,$9245.93,$3687.37
512-28-9867,Photojam,Colombia,2014,Finanzas,101,$8788.25,$2215.22
692-07-2817,Skynoodle,Colombia,2001,Comercio,187,$18275.24,$1425.43
372-78-1643,Youspan,Argentina,2011,,210,$13975.47,$2513.46
406-73-5883,Riffpedia,Colombia,2001,,40,$8717.23,$1577.47
623-04-3541,Abatz,Argentina,2003,Finanzas,160,$16960.58,$1103.27
336-63-6098,Voonyx,Argentina,2012,Otros,292,$11658.11,$2832.08
679-99-6980,Topicblab,Colombia,2010,,242,$8386.15,$3316.87
761-68-9707,Leexo,Argentina,2006,Medicina,182,$16524.77,$2681.22
695-04-1005,Oyoloo,Colombia,2007,Construccion,299,$5847.36,$2534.61
895-03-1436,Geba,Uruguay,2005,Finanzas,29,$7871.06,$3002.94
224-05-3972,Vinder,Argentina,2002,Entretenimiento,107,$14638.02,$1031.73
543-88-5456,Zoombeat,Bolivia,2006,Comunicaciones,58,$19596.33,$1128.16
155-84-7083,Shuffletag,Argentina,2005,Construccion,287,$7877.87,$2302.48
368-24-2338,Quaxo,Colombia,2014,Medicina,123,$5377.60,$3736.35
366-46-2099,Skibox,Colombia,2009,Entretenimiento,189,$9351.43,$3491.23
824-32-7339,Skivee,Colombia,2013,Comunicaciones,163,$14866.98,$3126.66
333-55-7619,Rooxo,Argentina,2004,Comunicaciones,298,$12796.86,$2102.76
832-82-6553,Trupe,Colombia,2014,Tecnologia,156,$16009.11,$2258.49
834-22-0709,Zoomzone,Argentina,2010,Transporte,100,$6340.47,$3042.43
519-51-7464,Jabbercube,Argentina,2012,Tecnologia,96,$14196.51,$1991.05
881-72-9570,Jaxspan,Colombia,2002,Otros,192,$11005.52,$2949.69
353-05-6443,Skynoodle,Argentina,2002,Finanzas,112,$7335.98,$3127.90
746-58-0405,Thoughtblab,Colombia,2013,Entretenimiento,37,$12356.70,$1030.39
731-11-1243,Thoughtbridge,Argentina,2001,Transporte,174,$18717.46,$1379.14
457-55-4640,Riffpedia,Chile,2015,Otros,281,$10334.85,$1086.43
261-26-6182,Yodoo,Colombia,2014,Comunicaciones,24,$18142.78,$2961.28
598-43-6211,Thoughtstorm,Argentina,2015,Comunicaciones,20,$17651.57,$1036.55
552-26-9376,Twinte,Bolivia,2004,Tecnologia,156,$16146.01,$1549.49
265-84-7484,,Argentina,2009,Tecnologia,170,$16435.59,$2331.98
197-94-6356,Devcast,Argentina,2011,Medicina,283,$15380.50,$1230.50
221-22-1755,Youbridge,Bolivia,2003,Energia,208,$12795.05,$3957.73
470-85-1441,Fivespan,Colombia,2010,Comunicaciones,205,$12675.80,$3353.14
287-49-2997,Demizz,Argentina,2008,Comercio,40,$8126.77,$2531.61
