Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
Take the Lead,Music,en,New Line Cinema,United States of America,2006,$30000000,$34742066.0
DJ BoBo - Mystorial - 25th Anniversary Tour,Music,de,XYZ Films,Germany,2017,$1000000,$2000000.0
The Hunt,Drama,da,Zentropa Entertainments,Denmark,2012,$3800000,$16800000.0
The Next Best Thing,Comedy-Drama,en,Paramount Pictures,United States of America,2000,$25000000,$24362772.0
Glee- The Concert Movie,Documentary-Music-Family,en,Twentieth Century Fox Film Corporation,United States of America,2011,$9000000,$18663238.0
S. Darko,Thriller-Crime-Science Fiction-Mystery,en,Newmarket Capital Group,United States of America,2009,$4000000,$4100000.0
Stigmata,Horror,en,FGM Entertainment,United States of America,1999,$29000000,$50041732.0
My Best Friend's Girl,Romance-Comedy,en,Lionsgate,United States of America,2008,$20000000,$36620508.0
Jacob's Ladder,Drama-Mystery-Horror,en,TriStar Pictures,United States of America,1990,$25000000,$25965144.0
The Last of the Mohicans,Action-Adventure-Drama-History-Romance-War,en,Morgan Creek Productions,United States of America,1992,$40000000,$75505856.0
Return of the Jedi,Adventure-Action-Science Fiction,en,Lucasfilm,United States of America,1983,$32350000,$572700000.0
Insurgent,Adventure-Science Fiction-Thriller,en,Summit Entertainment,United States of America,2015,$110000000,$295238201.0
Jennifer Eight,Crime-Drama-Mystery,en,Paramount Pictures,United States of America,1992,$20000000,$11390479.0
Dear Guest When Will You Leave-,Comedy-Foreign,hi,Warner Bros.,India,2010,$3750000,$5000000.0
The Apartment,Comedy-Drama-Romance,en,United Artists,United States of America,1960,$3000000,$25000000.0
The Lego Batman Movie,Fantasy-Action-Animation-Comedy-Family,en,Lin Pictures,Denmark,2017,$80000000,$310032902.0
The Hoax,Comedy-Drama,en,Miramax Films,United States of America,2006,$25000000,$11772461.0
The Rose,Drama-Music-Romance,en,Twentieth Century Fox Film Corporation,United States of America,1979,$9250000,$29174648.0
Hart's War,Drama-War,en,David Foster Productions,United States of America,2002,$70000000,$32287044.0
Stay Tuned,,en,Warner Bros.,United States of America,1992,$25000000,$10736401.0
Spy Kids 2- The Island of Lost Dreams,Action-Adventure-Family,en,Dimension Films,United States of America,2002,$38000000,$119723358.0
Colombiana,Action-Thriller-Crime-Drama,en,TF1 Films Production,France,2011,$40000000,$60965854.0
Billy Lynn's Long Halftime Walk,Drama-War,en,TriStar Pictures,China,2016,$40000000,$30930984.0
Pokemon- Spell of the Unown,Adventure-Fantasy-Animation-Action-Family,ja,TV Tokyo,Japan,2000,$16000000,$68411275.0
Oscar,Action-Comedy-Thriller-Family,en,Touchstone Pictures,United States of America,1991,$35000000,$23562716.0
Felix The Cat- The Movie,Animation-Family,en,Pannonia Filmstudio,Germany,1988,$9000000,$1964253.0
The Night Flier,Mystery-Horror-Fantasy,en,New Amsterdam Entertainment,Italy,1997,$1000000,$91549.0
Inherent Vice,Comedy-Romance-Crime-Drama-Mystery,en,Ghoulardi Film Company,United States of America,2014,$20000000,$11110975.0
Vanishing on 7th Street,Mystery-Horror-Thriller,en,Plum Pictures,United States of America,2010,$10000000,$1068682.0
Now and Then,Comedy-Drama-Family,en,New Line Cinema,United States of America,1995,$12000000,$27400000.0
Lagaan- Once Upon a Time in India,Adventure-Drama-Music-Romance,hi,Aamir Khan Productions,India,2001,$5200000,$8100000.0
Ring Master,Comedy,ml,Vaishaka Movies,India,2014,$1400000,$3700000.0
Waterworld,Adventure-Action,en,Universal Pictures,United States of America,1995,$175000000,$264218220.0
Captain Corelli's Mandolin,Drama-History-Romance,en,Miramax Films,United Kingdom,2001,$57000000,$62112895.0
Foodfight,Animation-Action-Comedy-Family,en,Threshold Entertainment,United States of America,2012,$65000000,$73706.0
The Guns of Navarone,Action-Adventure-Drama-War,en,Columbia Pictures,United Kingdom,1961,$6000000,$28900000.0
Little Man,Comedy-Crime,en,Revolution Studios,United States of America,2006,$64000000,$101595121.0
Willow,Adventure-Drama-Action,en,Lucasfilm,United States of America,1988,$35000000,$57269863.0
Sucker Punch,Action-Fantasy-Thriller,en,Legendary Pictures,United States of America,2011,$82000000,$89792502.0
From a Whisper to a Scream,Comedy-Horror,en,Conquest Productions,United States of America,1987,$1100000,$1400000.0
Rogue One- A Star Wars Story,Adventure-Science Fiction-Action,en,Lucasfilm,United States of America,2016,$200000000,$1053929274.0
The People vs. Larry Flynt,Drama,en,Sony Pictures,United States of America,1996,$36000000,$20300385.0
Mimic,Fantasy-Horror-Thriller,en,Miramax Films,United States of America,1997,$30000000,$25480490.0
The Grace Card,Drama,en,GraceWorks Pictures,United States of America,2011,$200000,$2295733.0
Bandidas,Action-Comedy-Western-Crime,es,Ultra Films,United States of America,2006,$35000000,$10496317.0
Perfect,Drama-Romance,en,Columbia Pictures Corporation,United States of America,1985,$19000000,$12918858.0
Son of the Pink Panther,Comedy,en,International Traders,United States of America,1993,$25000000,$2438031.0
Late Autumn,Drama,ko,North by Northwest Entertainment,China,2010,$6200000,$4820000.0
The Wedding,Action,en,Digital Shadow Films,United States of America,2010,$5000,$2000.0
Signs,Drama-Thriller-Science Fiction-Mystery,en,Kennedy-Marshall Company,United States of America,2002,$72000000,$408247917.0
My Best Friend's Wedding,Comedy-Romance,en,TriStar Pictures,United States of America,1997,$38000000,$299288605.0
The Blair Witch Project,Horror-Mystery,en,Artisan Entertainment,United States of America,1999,$60000,$248000000.0
12 Rounds,Action-Adventure-Drama-Thriller,en,The Mark Gordon Company,United States of America,2009,$20000000,$17280326.0
Anomalisa,Animation-Comedy-Drama-Romance,en,Starburns Industries,United States of America,2015,$8000000,$5659286.0
The Nanny Diaries,Comedy-Drama-Romance,en,The Weinstein Company,United States of America,2007,$20000000,$47738099.0
Renaissance Man,Comedy-War,en,Cinergi Pictures Entertainment,Canada,1994,$40000000,$24332324.0
Mustang,Drama,tr,Filmforderungsanstalt (FFA),Qatar,2015,$1300000,$250000.0
The Fountain,Drama-Adventure-Science Fiction-Romance,en,Regency Enterprises,United States of America,2006,$35000000,$15304890.0
Brokeback Mountain,Drama-Romance,en,River Road Entertainment,Canada,2005,$14000000,$178043761.0
Eye in the Sky,,en,Entertainment One,United Kingdom,2015,$13000000,$18700837.0
Antichrist,Drama-Horror-Thriller,da,Zentropa Entertainments,Denmark,2009,$11000000,$791867.0
Tangled,Animation-Family,en,Walt Disney Pictures,United States of America,2010,$260000000,$591794936.0
A Home of Our Own,Comedy-Drama,en,PolyGram Filmed Entertainment,United States of America,1993,$12000000,$1703282.0
Cool World,Animation-Comedy-Fantasy,en,Paramount Pictures,United States of America,1992,$30000000,$14110589.0
Foolproof,Action,en,Alliance Atlantis Communications,Canada,2003,$8256269,$460978.0
Carlos,Crime-Drama-Thriller-History,en,Egoli Tossell Film AG,France,2010,$18000000,$871279.0
Fair Game,Action-Thriller-Romance,en,Silver Pictures,United States of America,1995,$50000000,$11534477.0
Friday the 13th,Horror,en,Paramount Pictures,United States of America,1980,$550000,$59754601.0
The Theory of Everything,Drama-Romance,en,Working Title Films,United Kingdom,2014,$15000000,$123726688.0
Life After Beth,Romance-Comedy-Horror,en,Abbolita Productions,United States of America,2014,$2400000,$88273.0
Loose Change- Final Cut,Documentary,en,Louder Than Words,United States of America,2007,$6000,$6000.0
Blade- Trinity,Science Fiction-Action-Horror-Thriller-Adventure-Fantasy,en,New Line Cinema,United States of America,2004,$65000000,$128905366.0
Ennai Thalatta Varuvala,Drama-Romance,ta,none,India,2003,$500000,$500000.0
Ben-Hur- A Tale of the Christ,Adventure-Drama,en,Metro-Goldwyn-Mayer (MGM),United States of America,1925,$3900000,$9000000.0
Snake Eyes,Crime-Mystery,en,Paramount Pictures,Canada,1998,$73000000,$103891409.0
Defiance,Action-Drama-History-War,en,Paramount Vantage,United States of America,2008,$32000000,$51155219.0
Obsessed,Drama-Thriller,en,Sony Pictures,United States of America,2009,$20000000,$73830340.0
The Good the Bad and the Ugly,Western,it,United Artists,United States of America,1966,$1200000,$6000000.0
Unstoppable,Action-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,2010,$100000000,$167805466.0
Scouts Guide to the Zombie Apocalypse,Comedy-Horror,en,Paramount Pictures,United States of America,2015,$15000000,$14860766.0
She Done Him Wrong,Comedy,en,Paramount Pictures,United States of America,1933,$200000,$2200000.0
Killer Elite,Action-Adventure-Thriller,en,Current Entertainment,Australia,2011,$66000000,$57777106.0
Winter's Bone,Drama,en,Anonymous Content,United States of America,2010,$2000000,$13831503.0
The Stall,Mystery-Horror-Thriller,en,NotName Productions,Israel,2017,$420000,$69000.0
Lord of War,Crime-Drama-Thriller,en,Saturn Films,France,2005,$42000000,$24127895.0
Sudden Death,Action-Adventure-Thriller,en,Universal Pictures,United States of America,1995,$35000000,$64350171.0
Jana,Drama,en,Roja Combines,India,2004,$500000,$500000.0
Logan,Action-Drama-Science Fiction,en,Twentieth Century Fox Film Corporation,United States of America,2017,$97000000,$616218538.0
Boogie Nights,Drama,en,New Line Cinema,United States of America,1997,$15000000,$43101594.0
Supergirl,Adventure-Fantasy-Action-Science Fiction,en,St. Michael Finance Limited,United Kingdom,1984,$35000000,$14296438.0
Predator,Science Fiction-Action-Adventure-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,1987,$18000000,$98235548.0
Star Trek II- The Wrath of Khan,Action-Adventure-Science Fiction-Thriller,en,Paramount Pictures,United States of America,1982,$12000000,$96800000.0
Return to Never Land,Adventure-Fantasy-Animation-Family,en,Walt Disney Pictures,Australia,2002,$20000000,$109862682.0
You Kill Me,Comedy-Crime-Thriller-Romance,en,Echo Lake Productions,United States of America,2007,$4000000,$2426851.0
The Last King of Scotland,Drama,en,Fox Searchlight Pictures,United Kingdom,2006,$6000000,$48027970.0
The Doctor,Drama,en,Touchstone Pictures,United States of America,1991,$12000000,$38120905.0
Delivery Man,Comedy,en,DreamWorks SKG,United States of America,2013,$26000000,$51164106.0
Harry Potter and the Philosopher's Stone,Adventure-Fantasy-Family,en,1492 Pictures,United Kingdom,2001,$125000000,$976475550.0
The Rescuers,Fantasy-Family-Animation-Adventure,en,Walt Disney Productions,United States of America,1977,$1200000,$71215869.0
Kuch Kuch Hota Hai,Drama-Romance,hi,none,India,1998,$1530000,$15306000.0
Solitary Man,Comedy-Drama-Romance,en,Smartest Man Productions,United States of America,2009,$15000000,$5024782.0
Legends of Oz- Dorothy's Return,Animation-Music-Family,en,Prana Animation Studios,India,2013,$70000000,$18662027.0
Defendor,Drama-Action-Comedy-Crime,en,Alliance Films,Canada,2009,$3500000,$44462.0
The Sand Pebbles,Action-Adventure-Drama-War-Romance,en,Twentieth Century Fox Film Corporation,United States of America,1966,$12000000,$20000000.0
EuroTrip,Comedy,en,DreamWorks SKG,United States of America,2004,$25000000,$20796847.0
Juice,Action-Crime-Drama-Thriller,en,Paramount Pictures,United States of America,1992,$5000000,$20146880.0
Elysium,Science Fiction-Action-Drama-Thriller,en,TriStar Pictures,United States of America,2013,$115000000,$286140700.0
The Boy,Horror-Mystery-Thriller,en,Lakeshore Entertainment,United States of America,2016,$10000000,$64188367.0
Get on the Bus,Drama,en,Columbia Pictures,United States of America,1996,$2400000,$5731103.0
Escape from New York,,en,AVCO Embassy Pictures,United States of America,1981,$6000000,$50244700.0
Big Mommas- Like Father Like Son,Crime-Comedy-Action,en,Twentieth Century Fox Film Corporation,United States of America,2011,$32000000,$83615414.0
Smokin' Aces,Action-Comedy-Crime-Thriller,en,Universal Pictures,France,2006,$17000000,$57103895.0
Frankenhooker,Comedy-Horror-Science Fiction,en,Levins-Henenlotter,United States of America,1990,$2500000,$205068.0
Ratatouille,Animation-Comedy-Family-Fantasy,en,Walt Disney Pictures,United States of America,2007,$150000000,$623722818.0
The Bronze,Drama-Comedy,en,Duplass Brothers Productions,United States of America,2016,$3500000,$615816.0
Enter the Void,Fantasy-Drama,en,BIM Distribuzione,Japan,2009,$13000000,$754249.0
Mo' Better Blues,Drama-Romance,en,Universal Pictures,United States of America,1990,$10000000,$16153593.0
Pompeii,Action-Adventure-History-Romance-Drama,en,Impact Pictures,Canada,2014,$130000000,$117831631.0
Scary Movie,Comedy,en,Gold-Miller Productions,United States of America,2000,$19000000,$278019771.0
The Messenger,Drama-History,en,Oscilloscope Laboratories,United States of America,2009,$6500000,$1521261.0
The Fan,Drama-Mystery-Thriller,en,TriStar Pictures,United States of America,1996,$55000000,$18626419.0
The Imaginarium of Doctor Parnassus,Adventure-Fantasy-Mystery,en,Infinity Features Entertainment,Canada,2009,$30000000,$64352607.0
The November Man,Crime-Action-Thriller,en,Irish Dreamtime,United Kingdom,2014,$15000000,$32556119.0
House of the Dead,Horror-Action-Thriller,en,Boll Kino Beteiligungs GmbH & Co. KG,Canada,2003,$7000000,$13818181.0
99 Homes,Drama,en,Imagenation Abu Dhabi FZ,United States of America,2014,$8000000,$1411927.0
Bulletproof,Action-Thriller,en,Bulletproof Productions,United States of America,1988,$5000000,$807947.0
Keeping Up with the Joneses,Action-Comedy,en,Fox 2000 Pictures,United States of America,2016,$40000000,$29739377.0
Nine,Drama-Music-Romance,en,The Weinstein Company,Italy,2009,$80000000,$53825515.0
Surrogates,Action-Science Fiction-Thriller,en,Touchstone Pictures,United States of America,2009,$80000000,$122444772.0
The Great Debaters,Drama,en,The Weinstein Company,United States of America,2007,$15000000,$30226144.0
Alfie,Comedy,en,Paramount Pictures,United Kingdom,2004,$60000000,$13395939.0
The Battles of the Coronel and Falkland Islands,Drama,en,British Instructional Films (BIF),United Kingdom,1927,$1603469,$6241682.0
Identity,Mystery-Thriller,en,Konrad Pictures,United States of America,2003,$30000000,$90259536.0
Black Serenade,Thriller-Drama-Horror,de,Lolafilms,Spain,2001,$3000000,$3098924.0
The Adventures of Tintin,Adventure-Animation-Mystery,en,Paramount Pictures,New Zealand,2011,$130000000,$371940071.0
Dredd,Action-Science Fiction,en,DNA Films,South Africa,2012,$50000000,$41037742.0
Mortal Kombat- Annihilation,Action-Fantasy-Science Fiction,en,New Line Cinema,United States of America,1997,$30000000,$51376861.0
Simpatico,Comedy-Drama,en,Fine Line Features,France,1999,$10000000,$929606.0
Babe- Pig in the City,Adventure-Comedy-Drama-Family-Fantasy,en,Kennedy Miller Productions,Australia,1998,$90000000,$69131860.0
Where the Wild Things Are,Family-Fantasy,en,Village Roadshow Pictures,United States of America,2009,$100000000,$100086793.0
The War of the Worlds,Horror-Science Fiction-Thriller,en,Paramount Pictures,United States of America,1953,$2000000,$4.0
The Hunger Games- Mockingjay - Part 1,Science Fiction-Adventure-Thriller,en,Lionsgate,United States of America,2014,$125000000,$752100229.0
Night at the Museum- Secret of the Tomb,Adventure-Comedy-Fantasy-Family,en,Twentieth Century Fox Film Corporation,United Kingdom,2014,$127000000,$349424282.0
Intolerable Cruelty,Crime-Comedy-Romance,en,Imagine Entertainment,United States of America,2003,$60000000,$119940815.0
Badshahi Angti,Thriller-Mystery,en,none,India,2014,$300000,$590000.0
The Incredibles,Action-Adventure-Animation-Family,en,Walt Disney Pictures,United States of America,2004,$92000000,$631442092.0
The Godfather- Part II,Drama-Crime,en,Paramount Pictures,United States of America,1974,$13000000,$47542841.0
Two Brothers,Adventure-Drama-Family,en,Pathe Renn Productions,France,2004,$74500000,$62172050.0
The Fifth Estate,Drama-Thriller,en,DreamWorks SKG,Belgium,2013,$28000000,$8555008.0
Ghosts of the Abyss,Documentary,en,Walt Disney Pictures,Mexico,2003,$13000000,$17040871.0
Pokkiri Raja,Action,ml,none,India,2010,$1260000,$4700000.0
Deadfall,Crime-Drama-Thriller,en,Trimark Pictures,United States of America,1993,$10000000,$18.0
Street Hero,Drama,en,Film Victoria,Australia,1984,$2500000,$700000.0
Missing in Action 2- The Beginning,Action-Adventure-War,en,Golan-Globus Productions,United States of America,1985,$2410000,$10755447.0
Green Room,,en,Film Science,United States of America,2016,$5000000,$3807503.0
Dogville,Crime-Drama-Thriller,da,Zentropa Entertainments,Denmark,2003,$10000000,$16680836.0
Jason Bourne,Action-Thriller,en,The Kennedy-Marshall Company,United Kingdom,2016,$120000000,$415484914.0
Rang De Basanti,Drama,hi,Flicks Motion Pictures,India,2006,$2200000,$11502151.0
Yennai Arindhaal,Romance-Thriller-Drama-Action,ta,Shri Sai Raam Creations,India,2015,$7900000,$16000000.0
The Big Kahuna,Comedy-Drama,en,Franchise Pictures,United States of America,2000,$7000000,$3728888.0
Mary and Max,Animation-Comedy-Drama,en,icon,Australia,2009,$590235,$1725381.0
Eesan,Thriller-Drama,ta,Company Pictures,India,2010,$3000000,$10000000.0
Black Christmas,Horror-Thriller,en,Dimension Films,Canada,2006,$9000000,$21510851.0
Shaft in Africa,Adventure-Action-Thriller-Crime-Mystery,en,Metro-Goldwyn-Mayer (MGM),United States of America,1973,$2142000,$1458000.0
Creed,Drama,en,New Line Cinema,United States of America,2015,$37000000,$173567581.0
Jawani Phir Nahi Ani,Romance-Adventure-Comedy,ur,Six Sigma Entertainment,Pakistan,2015,$20000000,$77000000.0
All The Queen's Men,Action-Comedy-Drama-History,en,none,Austria,2001,$15000000,$23000.0
Raja,Drama,en,Serene Movie Makers,India,2002,$500000,$500000.0
The Weather Man,Comedy-Drama,en,Paramount Pictures,Germany,2005,$20000000,$12482775.0
Next of Kin,Adventure-Drama-Action-Thriller,en,Lorimar Film Entertainment,United States of America,1989,$12000000,$15942628.0
Layer Cake,Drama-Thriller-Crime,en,Sony Pictures Classics,United Kingdom,2004,$6500000,$11850214.0
It's Kind of a Funny Story,Comedy-Drama,en,Focus Features,United States of America,2010,$8000000,$6491240.0
Naaigal Jaakirathai,Thriller-Action-Comedy,ta,Nathambal Film Factory,India,2014,$630000,$1.0
The Adventures of Robin Hood,Action-Romance,en,Warner Bros.,United States of America,1938,$2033000,$3981000.0
Shortbus,Romance-Drama-Comedy,en,Fortissimo Films,United States of America,2006,$2000000,$5179037.0
Bad Santa,Drama-Comedy-Crime,en,Columbia Pictures,Germany,2003,$23000000,$76488889.0
It's a Boy Girl Thing,Comedy-Fantasy-Romance,en,Prospero Pictures,Canada,2006,$15500000,$7385434.0
