Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
RoboCop 3,Action-Adventure-Crime-Science Fiction-Thriller,en,Orion Pictures,United States of America,1993,$22000000,$10696210.0
Get Out,Mystery-Thriller-Horror,en,Blumhouse Productions,United States of America,2017,$4500000,$241034425.0
Spy Kids,Action-Comedy-Family-Adventure,en,Dimension Films,United States of America,2001,$35000000,$147934180.0
Delhi Belly,Action-Comedy-Foreign,hi,UTV Motion Pictures,India,2011,$4090000,$18035000.0
A Soldier's Story,Drama-Mystery-War,en,Columbia Pictures Corporation,United States of America,1984,$6000000,$21821347.0
The Matrix Revolutions,Adventure-Action-Thriller-Science Fiction,en,Village Roadshow Pictures,United States of America,2003,$150000000,$424988211.0
Dark Water,Drama-Horror-Thriller,en,Vertigo Entertainment,United States of America,2005,$30000000,$25473093.0
Up,Animation-Comedy-Family-Adventure,en,Pixar Animation Studios,United States of America,2009,$175000000,$735099082.0
Training Day,Action-Crime-Drama-Thriller,en,,Australia,2001,$45000000,$104876233.0
Napoleon Dynamite,Comedy,en,Paramount Pictures,United States of America,2004,$400000,$46118097.0
Freeheld,Romance-Drama,en,Double Feature Films,United States of America,2015,$7000000,$573335.0
Welcome to the Punch,Action-Adventure-Crime,en,Scott Free Productions,United Kingdom,2013,$8500000,$9747.0
La verite si je mens ,Comedy,fr,France 2 Cinema,France,1997,$4000000,$29456000.0
Gulliver's Travels,Comedy,en,Twentieth Century Fox Film Corporation,United States of America,2010,$112000000,$237382724.0
Keanu,Action-Comedy,en,New Line Cinema,United States of America,2016,$15000000,$20566327.0
It Came from Hollywood,Comedy-Documentary,en,Paramount Pictures,United States of America,1982,$5000000,$2091037.0
Hoodwinked,Animation-Comedy-Family,en,The Weinstein Company,United States of America,2005,$15000000,$51053787.0
The Wizard,Adventure-Comedy-Drama-Family-Romance,en,Universal Pictures,United States of America,1989,$6000000,$14278900.0
When Unku was Ede's Girlfriend,Drama-Family,de,DEFA,Germany,1981,$865000,$925000.0
Fright Night,Horror,en,Columbia Pictures,United States of America,1985,$9000000,$24922237.0
Victor Frankenstein,Drama-Science Fiction-Thriller,en,Twentieth Century Fox Film Corporation,United Kingdom,2015,$40000000,$34227298.0
The Fury,Horror-Science Fiction-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,1978,$5500000,$24000000.0
Scream 3,Horror-Mystery,en,Konrad Pictures,United States of America,2000,$40000000,$161834276.0
Johnny Mnemonic,Adventure-Action-Drama-Science Fiction-Thriller,en,TriStar Pictures,Canada,1995,$25000000,$19075720.0
Prometheus,Science Fiction-Adventure-Mystery,en,Twentieth Century Fox Film Corporation,United Kingdom,2012,$130000000,$403170142.0
The Judge,Drama,en,Village Roadshow Pictures,United States of America,2014,$50000000,$83719388.0
Someone to Watch Over Me,Crime-Drama-Romance-Thriller,en,,United States of America,1987,$17000000,$10278549.0
The Twilight Saga- Breaking Dawn - Part 1,Adventure-Fantasy-Romance,en,Summit Entertainment,United States of America,2011,$110000000,$712171856.0
Duel in the Sun,Western,en,The Selznik Studio,United States of America,1946,$6000000,$20400000.0
FC Venus,Comedy-Romance,fi,Talent House,Finland,2005,$2196531,$2411594.0
Ghost in the Shell,Action-Crime-Drama-Mystery-Science Fiction-Thriller,en,Paramount Pictures,Australia,2017,$110000000,$169801921.0
Ennu Ninte Moideen,Drama-Romance,ml,Newton Movies,India,2015,$1800000,$7400000.0
Return of the Jedi,Adventure-Action-Science Fiction,en,Lucasfilm,United States of America,1983,$32350000,$572700000.0
How to Be Single,Comedy-Romance,en,New Line Cinema,United States of America,2016,$38000000,$112343513.0
The Adventures of Robin Hood,Action-Romance,en,Warner Bros.,United States of America,1938,$2033000,$3981000.0
Just My Luck,Comedy-Drama-Family-Fantasy-Romance,en,Regency Enterprises,United States of America,2006,$28000000,$38159905.0
Mickey's Christmas Carol,Family-Animation,en,Walt Disney Productions,United States of America,1983,$3000000,$21000000.0
Man of Steel,Action-Adventure-Fantasy-Science Fiction,en,Legendary Pictures,United Kingdom,2013,$225000000,$662845518.0
Renaissance Man,Comedy-War,en,Cinergi Pictures Entertainment,Canada,1994,$40000000,$24332324.0
Toy Story,Animation-Comedy-Family,en,Pixar Animation Studios,United States of America,1995,$30000000,$373554033.0
The Car Keys,Comedy,en,Laurent Baffie Productions,France,2003,$569217,$569217.0
El Mariachi,Action-Crime-Thriller,es,Columbia Pictures,Mexico,1992,$220000,$2040920.0
Finding Dory,Adventure-Animation-Comedy-Family,en,Walt Disney Pictures,United States of America,2016,$200000000,$1028570889.0
The Legend of Tarzan,Action-Adventure,en,Village Roadshow Pictures,Canada,2016,$180000000,$356743061.0
Analyze That,Comedy-Crime,en,Village Roadshow Pictures,Australia,2002,$60000000,$55003135.0
Killer Joe,Drama-Thriller,en,Voltage pictures,United States of America,2011,$10000000,$3665069.0
Cube,Thriller-Science Fiction-Mystery,en,Telefilm Canada,Canada,1997,$250000,$501818.0
Lone Star,Drama-Mystery-Romance,en,Castle Rock Entertainment,United States of America,1996,$5000000,$13269963.0
Rounders,Drama-Crime,en,Miramax Films,United States of America,1998,$12000000,$22921898.0
The Smurfs,Animation-Family-Adventure-Comedy-Fantasy,en,Columbia Pictures,United States of America,2011,$110000000,$563749323.0
Django Unchained,Drama-Western,en,Columbia Pictures,United States of America,2012,$100000000,$425368238.0
Burnt,Drama,en,Double Feature Films,United States of America,2015,$20000000,$36606743.0
The Man Who Shot Liberty Valance,Western,en,Paramount Pictures,United States of America,1962,$3200000,$8000000.0
Dandelion,Comedy-Drama-Romance,vi,Galaxy Studios,Vietnam,2014,$466418,$1958955.0
House at the End of the Street,Horror-Thriller,en,A Bigger Boat,United States of America,2012,$6900000,$44287131.0
Soggade Chinni Nayana,Drama-Family-Fantasy,te,Annapurna Studios,India,2016,$3000000,$10000000.0
Beyond the Valley of the Dolls,Comedy-Drama-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,1970,$2090000,$40000000.0
American Gigolo,Thriller-Drama-Crime-Romance,en,Paramount Pictures,United States of America,1980,$4800000,$22743674.0
The Long Riders,Western-History,en,United Artists,United States of America,1980,$10000000,$15795189.0
Hoop Dreams,Documentary,en,Fine Line Features,United States of America,1994,$700000,$7830611.0
21 Jump Street,Action-Comedy-Crime,en,Columbia Pictures,United States of America,2012,$42000000,$201585328.0
The Replacement Killers,Action-Drama-Crime-Thriller,en,,United States of America,1998,$30000000,$19204929.0
Big Game,Action-Thriller,en,Head Gear Films,Finland,2014,$8500000,$7500000.0
The Darkest Hour,Horror-Action-Thriller-Science Fiction,en,Summit Entertainment,United States of America,2011,$30000000,$64626786.0
The Talented Mr. Ripley,Thriller-Crime-Drama,en,Paramount Pictures,United States of America,1999,$40000000,$128798265.0
RoboCop,Action-Science Fiction,en,Columbia Pictures,Canada,2014,$120000000,$242688965.0
Legend of the Guardians- The Owls of Ga'Hoole,Animation-Adventure-Family-Fantasy,en,Village Roadshow Pictures,Australia,2010,$80000000,$140073390.0
Mutiny on the Bounty,Adventure-Drama-History-Romance,en,Metro-Goldwyn-Mayer (MGM),United States of America,1935,$1950000,$4460000.0
What About Bob,Comedy,en,Touchwood Pacific Partners 1,United States of America,1991,$35000000,$63710000.0
Brother,Crime-Drama-Thriller,ja,Bandai Visual Company,United Kingdom,2000,$12000000,$15250000.0
Anchorman- The Legend of Ron Burgundy,Comedy,en,Apatow Productions,United States of America,2004,$26000000,$90574188.0
Creepshow 2,Horror,en,New World Pictures,United States of America,1987,$3500000,$14000000.0
Conan the Barbarian,Adventure-Fantasy-Action,en,Dark Horse Entertainment,United States of America,2011,$90000000,$48795021.0
Ring Master,Comedy,ml,Vaishaka Movies,India,2014,$1400000,$3700000.0
Ghost Game,Horror-Mystery,en,Pranakorn Films,Thailand,2006,$20000,$71896.0
Brooklyn's Finest,Crime-Drama-Thriller,en,Nu Image Films,United States of America,2009,$17000000,$29536299.0
Mad Max 2- The Road Warrior,Adventure-Action-Thriller-Science Fiction,en,,Australia,1981,$2000000,$24600832.0
The Thomas Crown Affair,Drama-Crime-Romance,en,Irish Dreamtime,United States of America,1999,$48000000,$124305181.0
Hardware,Horror-Science Fiction-Thriller,en,Palace Pictures,United Kingdom,1990,$1500000,$5728953.0
Showgirls,Drama,en,United Artists,France,1995,$45000000,$20350754.0
Ace in the Hole,Drama,en,Paramount Pictures,United States of America,1951,$1821052,$1300000.0
Aloha Bobby and Rose,Drama-Romance,en,Columbia Pictures,United States of America,1975,$60000,$35000000.0
Facing the Giants,Drama,en,Destination Films,United States of America,2006,$100000,$10178331.0
Beyond the Mat,Documentary,en,Imagine Entertainment,United States of America,1999,$2053648,$500000.0
Out of Africa,Drama,en,Universal Pictures,United States of America,1985,$31000000,$128499205.0
The Boat That Rocked,Drama-Comedy,en,Universal Pictures,Germany,2009,$50000000,$36348784.0
Enemy at the Gates,War,en,Paramount Pictures,Ireland,2001,$70000000,$96976270.0
Eight Below,Adventure-Drama-Family,en,Walt Disney Pictures,United States of America,2006,$40000000,$120455994.0
Lucky Number Slevin,Drama-Thriller-Crime-Mystery,en,The Weinstein Company,Germany,2006,$27000000,$56308881.0
Rango,Animation-Comedy-Family-Western-Adventure,en,Paramount Pictures,United States of America,2011,$135000000,$245724603.0
Time Bandits,Family-Fantasy-Science Fiction-Adventure-Comedy,en,Handmade Films Ltd.,United Kingdom,1981,$5000000,$42365581.0
Thor- The Dark World,Action-Adventure-Fantasy,en,Marvel Studios,United States of America,2013,$170000000,$644571402.0
The House of Mirth,Drama-Romance,en,Granada Film Productions,France,2000,$10000000,$5164404.0
Raavanan,Action-Adventure-Crime,ta,Madras Talkies,India,2010,$5200000,$9700000.0
Unfinished Business,Comedy,en,Studio Babelsberg,United States of America,2015,$35000000,$14431253.0
The Exorcism of Emily Rose,Crime-Drama-Horror-Thriller,en,Lakeshore Entertainment,United States of America,2005,$19000000,$144216468.0
Solarbabies,Science Fiction,en,Brooksfilms,United States of America,1986,$25000000,$1579260.0
Untraceable,Drama,en,Lakeshore Entertainment,United States of America,2008,$35000000,$32483410.0
Happily N'Ever After,Animation-Comedy-Family-Fantasy-Science Fiction,en,Vanguard Films,Germany,2006,$47000000,$38085778.0
Monkeybone,Adventure-Fantasy-Animation-Action-Comedy,en,Twentieth Century Fox Film Corporation,United States of America,2001,$75000000,$5409517.0
Crazy-Beautiful,Drama-Romance,en,Touchstone Pictures,United States of America,2001,$13000000,$16929123.0
Did You Hear About the Morgans-,Comedy,en,Columbia Pictures,United States of America,2009,$58000000,$85280250.0
Undiscovered,Comedy-Romance,en,Lakeshore Entertainment,United States of America,2005,$9000000,$1046166.0
Calendar Girls,Comedy,en,Harbour Pictures,United Kingdom,2003,$10000000,$96542059.0
Stomp the Yard,Drama-Music,en,Rainforest Films,United States of America,2007,$13000000,$75511123.0
It's Alive,Horror,en,Alive Productions,United States of America,2008,$11000000,$15500000.0
Waking the Dead,Drama-Romance,en,Egg Pictures,Canada,2000,$8500000,$327418.0
Perfect,Drama-Romance,en,Columbia Pictures Corporation,United States of America,1985,$19000000,$12918858.0
Welcome to the South,Comedy,it,Medusa Film,Italy,2010,$4000000,$65584679.0
The Rocker,Comedy-Music,en,Fox Atomic,United States of America,2008,$15000000,$8762890.0
American Sniper,War-Action,en,Village Roadshow Pictures,United States of America,2014,$58800000,$542307423.0
Scarlet Street,Drama,en,Diana Productions Inc.,United States of America,1945,$1202007,$2948386.0
War Inc.,Action-Adventure-Comedy-Thriller,en,none,Bulgaria,2008,$5000000,$1296184.0
Screamers,Horror-Science Fiction,en,The Movie Network (TMN),Canada,1995,$20000000,$5781885.0
Overboard,Comedy-Romance,en,Metro-Goldwyn-Mayer (MGM),United States of America,1987,$1880006,$26713187.0
Memoirs of an Invisible Man,Comedy-Fantasy-Science Fiction,en,Regency Enterprises,France,1992,$40000000,$14358033.0
Midnight in the Garden of Good and Evil,Crime-Drama-Mystery-Thriller,en,Warner Bros.,United States of America,1997,$35000000,$25105255.0
French Women,Comedy,fr,Fidelite Films,France,2014,$5000000,$12058187.0
Code Name- The Cleaner,Action-Comedy-Crime,en,New Line Cinema,United States of America,2007,$20000000,$10337477.0
Hereafter,Drama-Fantasy,en,,United States of America,2010,$50000000,$105197635.0
Ninja Assassin,Action-Crime-Thriller,en,Studio Babelsberg,Germany,2009,$40000000,$60462347.0
Spider-Man 2,Action-Adventure-Fantasy,en,Columbia Pictures,United States of America,2004,$200000000,$783766341.0
Highlander- The Final Dimension,Action-Fantasy-Science Fiction,en,Trans-Film,Canada,1994,$26000000,$36800000.0
The Cell,Horror-Science Fiction-Thriller,en,New Line Cinema,Germany,2000,$33000000,$104155843.0
King of the Mountain,Drama-Action,en,PolyGram Filmed Entertainment,United States of America,1981,$2000000,$958000.0
The Little Prince,Adventure-Animation-Fantasy,en,Onyx Films,France,2015,$64000000,$97571250.0
Remember the Titans,Drama,en,Walt Disney Pictures,United States of America,2000,$30000000,$136706683.0
Czalgi Czengi Ikimiz,Comedy,tr,TR 40 33 Production,Turkey,2017,$3912363,$9072414.0
Only the Strong,Action,en,Davis Films,United States of America,1993,$6000000,$3283371.0
Lights Out,Horror-Thriller,en,New Line Productions,United States of America,2016,$4900000,$44107032.0
Non-Stop,Action-Thriller-Mystery,en,StudioCanal,France,2014,$50000000,$222809600.0
The Blue Lagoon,Romance-Adventure-Drama,en,Columbia Pictures Corporation,United States of America,1980,$4500000,$58853106.0
The Tale of Despereaux,Adventure-Animation-Family,en,Larger Than Life Productions,United Kingdom,2008,$60000000,$50877145.0
Teenage Mutant Ninja Turtles III,Action-Adventure-Comedy-Family-Fantasy-Science Fiction,en,New Line Cinema,Hong Kong,1993,$21000000,$42000000.0
X2,Adventure-Action-Science Fiction-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,2003,$110000000,$407711549.0
Mr. Brooks,Drama-Crime-Mystery-Thriller,en,Tig Productions,United States of America,2007,$20000000,$41637263.0
Brick Mansions,Action-Crime-Drama,en,Canal,Canada,2014,$28000000,$68896829.0
The Others,Horror-Drama-Mystery-Thriller,en,Cruise-Wagner Productions,France,2001,$17000000,$209947037.0
Mangal Pandey - The Rising,Drama,en,none,India,2005,$70000000,$7250000.0
The Lizzie McGuire Movie,Family-Comedy,en,Walt Disney Pictures,United States of America,2003,$17000000,$55534455.0
The Love Guru,Comedy-Romance,en,Paramount Pictures,United States of America,2008,$62000000,$41819064.0
Marci X,Comedy,en,Paramount Pictures,United States of America,2003,$20000000,$1675706.0
Crimson Peak,Mystery-Thriller-Fantasy-Horror-Drama,en,Legendary Pictures,Canada,2015,$55000000,$74679822.0
Ran,Action-Drama-History,ja,Nippon Herald Films,France,1985,$11500000,$4069653.0
Nine,Drama-Music-Romance,en,The Weinstein Company,Italy,2009,$80000000,$53825515.0
The Illusionist,Animation-Drama,fr,Sony Pictures Classics,France,2010,$18000000,$5602431.0
Sin City,Action-Thriller-Crime,en,Dimension Films,United States of America,2005,$40000000,$158733820.0
Boogeyman,Thriller-Horror-Drama-Mystery,en,Ghost House Pictures,United States of America,2005,$20000000,$67192859.0
The Sting,Comedy-Crime-Drama,en,Universal Pictures,United States of America,1973,$5500000,$159616327.0
The Best Man,Drama-Comedy,en,Universal Pictures,United States of America,1999,$9000000,$34573780.0
Il nostro matrimonio e in crisi,,it,none,Italy,2001,$4000000,$1500000.0
Surfer Dude,Comedy,en,none,United States of America,2008,$6000000,$69497.0
An Ideal Husband,Drama-Comedy-Romance,en,Miramax Films,United Kingdom,1999,$14000000,$18535191.0
Ant-Man,Science Fiction-Action-Adventure,en,Marvel Studios,United States of America,2015,$130000000,$518602163.0
3 Godfathers,Action-Drama-Western,en,Argosy Pictures,United States of America,1948,$1243000,$2841000.0
Raising Cain,Drama-Horror-Thriller-Crime,en,Universal Pictures,United States of America,1992,$12000000,$37170057.0
The Light Between Oceans,Drama,en,DreamWorks SKG,New Zealand,2016,$20000000,$12533911.0
The Incredible Burt Wonderstone,Comedy,en,New Line Cinema,United States of America,2013,$30000000,$27437881.0
The Railway Man,Drama-History,en,Archer Street Productions,Australia,2013,$18000000,$22309223.0
Rock of Ages,Comedy-Drama-Music-Romance,en,New Line Cinema,United States of America,2012,$75000000,$59418613.0
Before Sunrise,Drama-Romance,en,Detour Film Production,Austria,1995,$2500000,$5535405.0
The Sound of Music,Drama-Family-Music-Romance,en,Twentieth Century Fox Film Corporation,United States of America,1965,$8200000,$286214286.0
Hombre,Action-Drama-Western,en,Twentieth Century Fox Film Corporation,United States of America,1967,$5860000,$12000000.0
Casino Royale,Adventure-Action-Comedy,en,Columbia Pictures Corporation,United Kingdom,1967,$12000000,$41744718.0
Swing Vote,Drama-Comedy,en,Touchstone Pictures,United States of America,2008,$21000000,$17600000.0
Angel Heart,Horror-Mystery-Thriller,en,,United States of America,1987,$17000000,$17185632.0
Dante's Peak,Action-Adventure-Thriller,en,Universal Pictures,United States of America,1997,$116000000,$178127760.0
The Double,Action-Drama-Crime,en,Industry Entertainment,United States of America,2011,$17000000,$3696232.0
Vantage Point,Drama-Action-Thriller-Crime,en,Columbia Pictures,United States of America,2008,$40000000,$151161491.0
Brick,Drama-Mystery,en,Bergman Lustig productions,United States of America,2005,$475000,$3919254.0
Hannah and Her Sisters,Comedy-Drama,en,Orion Pictures,United States of America,1986,$6400000,$40084041.0
May,Drama-Horror-Thriller-Romance,en,A Loopy Production LLC,United States of America,2002,$500000,$150277.0
Paul Blart- Mall Cop 2,Action-Comedy-Family,en,Columbia Pictures,United States of America,2015,$38000000,$107597242.0
The Express,Drama,en,Davis Entertainment,Germany,2008,$40000000,$9793496.0
A Four Letter Word,Comedy-Romance,en,TLA Releasing,United States of America,2008,$125000,$72348.0
Winter in Wartime,Drama-History-War,nl,Max TV,Netherlands,2008,$4000000,$530048.0
Scanners,Horror-Science Fiction-Thriller,en,Canadian Film Development Corporation (CFDC),Canada,1981,$4100000,$14225876.0
The Super,Comedy,en,JVC Entertainment,Japan,1991,$22000000,$11000863.0
Birdman,Drama-Comedy,en,Worldview Entertainment,United States of America,2014,$18000000,$103215094.0
Entourage,Comedy,en,Warner Bros.,United States of America,2015,$30000000,$49263404.0
Baptists at Our Barbecue,Romance-Comedy,en,Halestorm entertainment,United States of America,2004,$500000,$173306.0
Nightcrawler,Crime-Drama-Thriller,en,Bold Films,United States of America,2014,$8500000,$38697217.0
Alice in Wonderland,Animation-Adventure-Family-Fantasy,en,RKO Radio Pictures,United States of America,1951,$3000000,$572000000.0
True Lies,Action-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,1994,$115000000,$378882411.0
Khumba,Animation-Adventure-Family,en,Triggerfish Animation,South Africa,2013,$20000000,$27187375.0
What Just Happened,Comedy-Drama,en,2929 Productions,United States of America,2008,$25000000,$6673422.0
Into the Woods,Fantasy-Comedy-Music,en,Walt Disney Pictures,United States of America,2014,$50000000,$212902372.0
Annie,Comedy-Drama-Family-Music,en,Columbia Pictures,United States of America,1982,$50000000,$57059003.0
Nocturnal Animals,Drama-Thriller,en,Universal Pictures,United States of America,2016,$22500000,$28450387.0
Fido,Romance-Comedy-Drama-Horror,en,Lions Gate Films,Canada,2006,$8000000,$426224.0
Wild Wild West,Action-Adventure-Comedy-Science Fiction-Western,en,LeMasters Productions,United States of America,1999,$170000000,$222104681.0
Vampires Suck,Horror-Comedy,en,Regency Enterprises,United States of America,2010,$20000000,$80547866.0
Marathon Man,Thriller,en,Paramount Pictures,United States of America,1976,$6500000,$21709020.0
Stay Tuned,Comedy-Fantasy,en,Warner Bros.,United States of America,1992,$25000000,$10736401.0
The Tree of Life,Drama-Fantasy,en,,United States of America,2011,$32000000,$54674226.0
Lincoln,History-Drama,en,DreamWorks,India,2012,$65000000,$275293450.0
Seeking Justice,Action-Drama-Thriller,en,Endgame Entertainment,United States of America,2011,$17000000,$12355798.0
The Grudge 3,Mystery-Horror-Thriller,en,Ghost House Pictures,United States of America,2009,$5000000,$38610009.0
The Return,Drama-Horror-Thriller,en,Rogue Pictures,United States of America,2006,$15000000,$11992014.0
The Cold Light of Day,Action-Thriller,en,Summit Entertainment,United States of America,2012,$20000000,$16863583.0
Escape from the Planet of the Apes,Action-Science Fiction,en,Twentieth Century Fox Film Corporation,United States of America,1971,$2500000,$12348905.0
Home Alone 3,Comedy-Family,en,Twentieth Century Fox Film Corporation,United States of America,1997,$32000000,$79082515.0
Act of Valor,Action-Thriller-War,en,Relativity Media,United States of America,2012,$12000000,$81272766.0
Born into Brothels,Documentary,en,HBO-Cinemax Documentary,United States of America,2004,$350000,$3515061.0
Your Friends & Neighbors,Drama-Comedy,en,Propaganda Films,United States of America,1998,$5000000,$4710749.0
Flesh and the Devil,Drama-Romance,en,Metro-Goldwyn-Mayer (MGM),United States of America,1926,$373000,$658000.0
People Like Us,Drama,en,DreamWorks SKG,United States of America,2012,$16000000,$12434778.0
Vertical Limit,Action-Adventure-Thriller,en,Columbia Pictures Corporation,New Zealand,2000,$75000000,$215663859.0
Shabd,Drama-Foreign-Romance,en,none,India,2005,$2500000,$3100000.0
Open Season,Adventure-Animation-Family,en,Sony Pictures Animation,United States of America,2006,$85000000,$197309027.0
The Last Castle,Action-Drama-Thriller,en,DreamWorks SKG,United States of America,2001,$72000000,$27642707.0
The Legend of Zorro,Action-Adventure,en,Amblin Entertainment,Mexico,2005,$75000000,$142400065.0
United 93,Drama-History-Crime-Thriller-Action,en,Universal Pictures,France,2006,$15000000,$76286096.0
The Grandmaster,Action-Drama-History,zh,The Weinstein Company,China,2013,$3860000,$64076736.0
The Golden Compass,Adventure-Fantasy,en,New Line Cinema,United Kingdom,2007,$180000000,$372234864.0
Intermission,Romance-Action-Comedy-Crime-Mystery-Drama,en,UK Film Council,Ireland,2003,$5000000,$4856298.0
Going in Style,Crime-Comedy-Drama,en,New Line Cinema,United States of America,2017,$25000000,$19619143.0
The Wounds,War-Drama-Comedy-Crime,sr,Pandora Filmproduktion,Germany,1998,$10000,$150000.0
Roadside Romeo,Animation-Family-Foreign,en,Walt Disney Pictures,India,2008,$7000000,$1100000.0
Jilla,Action-Comedy-Drama,ta,Super Good Films,India,2014,$8000000,$18000000.0
Fiza,Drama-Foreign-Romance,hi,none,India,2000,$1000000,$623791.0
The Wave,Drama-Thriller,de,Constantin Film Produktion,Germany,2008,$7500000,$19000000.0
The Postman,Drama-Adventure,en,Tig Productions,United States of America,1997,$80000000,$17626234.0
Lootera,Drama-Romance,hi,Balaji Motion Pictures,India,2013,$4100000,$4300000.0
Stanley & Iris,Drama-Romance,en,Star Partners II Ltd.,United States of America,1990,$23000000,$5820015.0
The Fighting Temptations,Comedy-Music-Romance,en,Paramount Pictures,United States of America,2003,$15000000,$30238577.0
2 Fast 2 Furious,Action-Crime-Thriller,en,Mikona Productions GmbH & Co. KG,United States of America,2003,$76000000,$236350661.0
The Bourne Identity,Action-Drama-Mystery-Thriller,en,Universal Pictures,United States of America,2002,$60000000,$214034224.0
Tomorrow When the War Began,Action-Adventure-Drama,en,Omnilab Media,Australia,2010,$27000000,$16504936.0
Whiteout,Action-Crime-Mystery-Thriller,en,StudioCanal,Canada,2009,$40000000,$12206028.0
1941,Action-Comedy,en,Columbia Pictures,United States of America,1979,$35000000,$31755742.0
Good Guys Wear Black,Action-Thriller,en,none,United States of America,1978,$1000000,$18300000.0
The To Do List,Comedy-Romance,en,3 Arts Entertainment,United States of America,2013,$1500000,$3566225.0
The Thin Man,Comedy-Crime-Mystery,en,Metro-Goldwyn-Mayer (MGM),United States of America,1934,$226408,$1423000.0
The Theory of Everything,Drama-Romance,en,Working Title Films,United Kingdom,2014,$15000000,$123726688.0
Evolution,Action-Comedy-Science Fiction,en,DreamWorks SKG,United States of America,2001,$80000000,$98376292.0
Femme Fatale,Thriller-Crime-Romance,en,Epsilon Motion Pictures,Switzerland,2002,$35000000,$16838910.0
The Rescuers Down Under,Adventure-Animation-Crime-Family-Fantasy,en,Walt Disney Pictures,United States of America,1990,$37931000,$27931461.0
Sparkle,Drama-Music,en,TriStar Pictures,United States of America,2012,$14000000,$24637469.0
From Here to Eternity,War-Drama-Romance,en,Columbia Pictures Corporation,United States of America,1953,$1650000,$30500000.0
Tanu Weds Manu,Drama-Comedy-Romance-Foreign,hi,Paramhans Creation,India,2011,$400000,$252000.0
Danny Collins,Comedy-Drama-Music,en,Big Indie Pictures,United States of America,2015,$10000000,$10835752.0
Legend,Adventure-Fantasy,en,Universal Studios,United States of America,1985,$25000000,$15502112.0
The Last Exorcism,Horror-Drama-Thriller,en,Strike Entertainment,United States of America,2010,$1800000,$67738090.0
Flatliners,Drama-Horror-Science Fiction-Thriller,en,,United States of America,1990,$26000000,$61489265.0
Ocean's Thirteen,Crime-Thriller,en,Village Roadshow Pictures,United States of America,2007,$85000000,$311312624.0
Funny Games,Horror-Thriller-Crime,en,Celluloid Dreams,Austria,2007,$15000000,$7938872.0
Eagle Eye,Mystery-Thriller-Action,en,DreamWorks SKG,United States of America,2008,$80000000,$178066569.0
Mrs Palfrey at The Claremont,Drama-Comedy-Foreign,en,none,United Kingdom,2005,$750000,$1720953.0
The Island of Dr. Moreau,Fantasy-Horror-Science Fiction,en,New Line Cinema,United States of America,1996,$40000000,$49627779.0
This Is 40,Comedy,en,Apatow Productions,United States of America,2012,$35000000,$88058786.0
Shame,Drama,en,HanWay Films,United Kingdom,2011,$6500000,$17693675.0
The Monster Squad,Horror-Comedy-Action-Fantasy-Science Fiction,en,TriStar Pictures,United States of America,1987,$12000000,$3769990.0
The Jungle Book,Family-Animation-Adventure,en,Walt Disney Pictures,United States of America,1967,$4000000,$205843612.0
Good Luck Chuck,Comedy-Drama-Romance,en,Lionsgate,Canada,2007,$25000000,$59192128.0
Glitter,Drama-Romance,en,Twentieth Century Fox Film Corporation,United States of America,2001,$22000000,$5271666.0
Munich,Drama-Action-History-Thriller,en,DreamWorks SKG,Canada,2005,$70000000,$130358911.0
Jane Austen's Mafia,Comedy-Crime,en,Tapestry Films,United States of America,1998,$10000000,$19000000.0
Hey Ram,Drama-Foreign,ta,Raaj Kamal Films International,India,2000,$3900000,$4900000.0
2 Harihar Nagar,Thriller-Comedy,ml,Lal Release,India,2009,$660000,$3300000.0
TEKKEN,Crime-Drama-Action-Thriller-Science Fiction,en,Namco,United States of America,2010,$30000000,$967000.0
Glengarry Glen Ross,Crime-Drama-Mystery,en,New Line Cinema,United States of America,1992,$12500000,$10725228.0
The Guard,Action-Comedy-Thriller-Crime,en,UK Film Council,Ireland,2011,$6000000,$19560274.0
Narasimham,Action-Family-Thriller,ml,Aashirvad Cinemas,India,2000,$46000,$500000.0
Balupu,Romance-Action-Comedy,te,PVP Cinema,India,2013,$2400000,$6000000.0
Trailer Park Boys- The Movie,Comedy,en,Alliance Films,Canada,2006,$5000000,$3833507.0
Bad Education,Crime-Drama-Romance-Thriller,es,Television Espannola TVE,Spain,2004,$5000000,$40266982.0
Ringu 2,Horror,ja,none,Japan,1999,$6000000,$18686644.0
To Kill a Mockingbird,Crime-Drama,en,Universal Pictures,United States of America,1962,$2000000,$13129846.0
U.S. Marshals,Thriller-Crime-Action,en,Kopelson Entertainment,United States of America,1998,$60000000,$102367405.0
The Fog,Horror,en,AVCO Embassy Pictures,United States of America,1980,$1000000,$21378361.0
Robinson Crusoe,Adventure-Animation-Comedy-Family,de,StudioCanal,Belgium,2016,$13500000,$3342697.0
This Is England,Drama-Crime,en,EM Media,United Kingdom,2006,$2380000,$8176544.0
The China Syndrome,Thriller-Drama,en,Columbia Pictures,United States of America,1979,$5900000,$51718367.0
The Quiet Ones,Horror,en,Hammer Film Productions,United Kingdom,2014,$200000,$17834867.0
Mother's Day,Comedy,en,Open Road Films (II),United States of America,2016,$25000000,$48418160.0
Carlos,Crime-Drama-Thriller-History,en,,France,2010,$18000000,$871279.0
